sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aerial Blast (pet),Akh Morn (pet),Astral Impulse,Auto,Crimson Cyclone,Crimson Strike,Deathflare,Earthen Fury (pet),Emerald Rite,Energy Drain,Exodus (pet),Fountain of Fire,Inferno (pet),Luxwave (pet),Mountain Buster,Necrotize,Revelation (pet),Ruby Rite,Ruin III,Ruin IV,Scarlet Flame (pet),Searing Flash,Slipstream,Slipstream (dot),Sunflare,Topaz Rite,Umbral Impulse,Wyrmwave (pet)
-802,-2,Ruin III,53322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
-2,530,Auto,229.0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3118,3650,Auto,231.0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3888,3888,Luxwave (pet),19682.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3168,3968,Umbral Impulse,90344.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,90344,0
5648,6448,Umbral Impulse,99604.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
6238,6770,Auto,312.0,0,0,0,772,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
7038,7038,Luxwave (pet),25841.0,0,0,0,772,0,0,0,0,0,0,0,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
6348,7418,Energy Drain,40190.0,0,0,0,772,0,0,0,0,0,40190,0,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
8828,8828,Exodus (pet),242305.0,0,0,0,772,0,0,0,0,0,40190,242305,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
8128,8928,Umbral Impulse,124545.0,0,0,0,772,0,0,0,0,0,40190,242305,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,314493,0
9358,9890,Auto,318.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,314493,0
9528,10238,Necrotize,92370.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,45523,0,92370,0,0,53322,0,0,0,0,0,0,0,314493,0
10608,11408,Umbral Impulse,132017.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,45523,0,92370,0,0,53322,0,0,0,0,0,0,0,446510,0
11638,11638,Luxwave (pet),27392.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,72915,0,92370,0,0,53322,0,0,0,0,0,0,0,446510,0
11308,12108,Searing Flash,127818.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,72915,0,92370,0,0,53322,0,0,127818,0,0,0,0,446510,0
12008,12808,Sunflare,170426.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,72915,0,92370,0,0,53322,0,0,127818,0,0,170426,0,446510,0
12478,13010,Auto,338.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,72915,0,92370,0,0,53322,0,0,127818,0,0,170426,0,446510,0
13188,13188,Luxwave (pet),27392.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,100307,0,92370,0,0,53322,0,0,127818,0,0,170426,0,446510,0
13088,13888,Umbral Impulse,132017.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,100307,0,92370,0,0,53322,0,0,127818,0,0,170426,0,578527,0
13788,14498,Necrotize,97913.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,100307,0,190283,0,0,53322,0,0,127818,0,0,170426,0,578527,0
15598,16130,Auto,338.0,0,0,0,1766,0,0,0,0,0,40190,242305,0,0,100307,0,190283,0,0,53322,0,0,127818,0,0,170426,0,578527,0
15568,16368,Umbral Impulse,132017.0,0,0,0,1766,0,0,0,0,0,40190,242305,0,0,100307,0,190283,0,0,53322,0,0,127818,0,0,170426,0,710544,0
18718,19250,Auto,338.0,0,0,0,2104,0,0,0,0,0,40190,242305,0,0,100307,0,190283,0,0,53322,0,0,127818,0,0,170426,0,710544,0
20148,20148,Earthen Fury (pet),136981.0,0,0,0,2104,0,0,0,136981,0,40190,242305,0,0,100307,0,190283,0,0,53322,0,0,127818,0,0,170426,0,710544,0
20528,21148,Topaz Rite,72408.0,0,0,0,2104,0,0,0,136981,0,40190,242305,0,0,100307,0,190283,0,0,53322,0,0,127818,0,0,170426,72408,710544,0
21228,21988,Mountain Buster,34000.0,0,0,0,2104,0,0,0,136981,0,40190,242305,0,0,100307,34000,190283,0,0,53322,0,0,127818,0,0,170426,72408,710544,0
21838,22370,Auto,338.0,0,0,0,2442,0,0,0,136981,0,40190,242305,0,0,100307,34000,190283,0,0,53322,0,0,127818,0,0,170426,72408,710544,0
23008,23628,Topaz Rite,72408.0,0,0,0,2442,0,0,0,136981,0,40190,242305,0,0,100307,34000,190283,0,0,53322,0,0,127818,0,0,170426,144816,710544,0
23708,24468,Mountain Buster,34000.0,0,0,0,2442,0,0,0,136981,0,40190,242305,0,0,100307,68000,190283,0,0,53322,0,0,127818,0,0,170426,144816,710544,0
24958,25490,Auto,306.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,68000,190283,0,0,53322,0,0,127818,0,0,170426,144816,710544,0
25489,26109,Topaz Rite,61959.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,68000,190283,0,0,53322,0,0,127818,0,0,170426,206775,710544,0
26189,26949,Mountain Buster,23733.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,91733,190283,0,0,53322,0,0,127818,0,0,170426,206775,710544,0
27969,28589,Topaz Rite,49551.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,91733,190283,0,0,53322,0,0,127818,0,0,170426,256326,710544,0
28078,28610,Auto,231.0,0,0,0,2979,0,0,0,136981,0,40190,242305,0,0,100307,91733,190283,0,0,53322,0,0,127818,0,0,170426,256326,710544,0
28669,29429,Mountain Buster,23268.0,0,0,0,2979,0,0,0,136981,0,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,0,0,170426,256326,710544,0
31198,31730,Auto,231.0,0,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,0,0,170426,256326,710544,0
32549,32549,Aerial Blast (pet),93741.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,0,0,170426,256326,710544,0
32929,33949,Slipstream,75766.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,0,170426,256326,710544,0
32929,34500,Slipstream (dot),4366.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,4366,170426,256326,710544,0
34318,34850,Auto,231.0,93741,0,0,3441,0,0,0,136981,0,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,4366,170426,256326,710544,0
36409,37029,Emerald Rite,37696.0,93741,0,0,3441,0,0,0,136981,37696,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,4366,170426,256326,710544,0
32929,37500,Slipstream (dot),4366.0,93741,0,0,3441,0,0,0,136981,37696,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,8732,170426,256326,710544,0
37438,37970,Auto,231.0,93741,0,0,3672,0,0,0,136981,37696,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,8732,170426,256326,710544,0
37909,38529,Emerald Rite,37696.0,93741,0,0,3672,0,0,0,136981,75392,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,8732,170426,256326,710544,0
39409,40029,Emerald Rite,37696.0,93741,0,0,3672,0,0,0,136981,113088,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,8732,170426,256326,710544,0
32929,40500,Slipstream (dot),4366.0,93741,0,0,3672,0,0,0,136981,113088,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,13098,170426,256326,710544,0
40558,41090,Auto,231.0,93741,0,0,3903,0,0,0,136981,113088,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,13098,170426,256326,710544,0
40909,41529,Emerald Rite,37696.0,93741,0,0,3903,0,0,0,136981,150784,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,13098,170426,256326,710544,0
32929,43500,Slipstream (dot),4366.0,93741,0,0,3903,0,0,0,136981,150784,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,17464,170426,256326,710544,0
43678,44210,Auto,231.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,0,100307,115001,190283,0,0,53322,0,0,127818,75766,17464,170426,256326,710544,0
44509,44509,Inferno (pet),86091.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,0,53322,0,0,127818,75766,17464,170426,256326,710544,0
32929,46500,Slipstream (dot),4366.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,0,53322,0,0,127818,75766,21830,170426,256326,710544,0
47169,47789,Ruby Rite,78062.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,78062,53322,0,0,127818,75766,21830,170426,256326,710544,0
47669,48201,Auto,231.0,93741,0,0,4365,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,78062,53322,0,0,127818,75766,21830,170426,256326,710544,0
50149,50769,Ruby Rite,78062.0,93741,0,0,4365,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,53322,0,0,127818,75766,21830,170426,256326,710544,0
50789,51321,Auto,231.0,93741,0,0,4596,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,53322,0,0,127818,75766,21830,170426,256326,710544,0
50849,51649,Crimson Cyclone,69971.0,93741,0,0,4596,69971,0,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,53322,0,0,127818,75766,21830,170426,256326,710544,0
53329,54089,Crimson Strike,69971.0,93741,0,0,4596,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,53322,0,0,127818,75766,21830,170426,256326,710544,0
53909,54441,Auto,231.0,93741,0,0,4827,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,53322,0,0,127818,75766,21830,170426,256326,710544,0
56799,57599,Ruin III,53855.0,93741,0,0,4827,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,0,0,127818,75766,21830,170426,256326,710544,0
57299,57831,Auto,231.0,93741,0,0,5058,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,0,0,127818,75766,21830,170426,256326,710544,0
58289,59089,Ruin IV,69971.0,93741,0,0,5058,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,0
60419,60951,Auto,231.0,93741,0,0,5289,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,0
63249,63919,Astral Impulse,67319.0,93741,0,67319,5289,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,0
63969,63969,Wyrmwave (pet),16139.0,93741,0,67319,5289,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,16139
63539,64071,Auto,231.0,93741,0,67319,5520,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,16139
65729,66399,Astral Impulse,67319.0,93741,0,134638,5520,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,16139
67119,67119,Wyrmwave (pet),16139.0,93741,0,134638,5520,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,32278
66659,67191,Auto,231.0,93741,0,134638,5751,69971,69971,0,136981,150784,40190,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,32278
66429,67499,Energy Drain,26926.0,93741,0,134638,5751,69971,69971,0,136981,150784,67116,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,32278
68210,68880,Astral Impulse,67319.0,93741,0,201957,5751,69971,69971,0,136981,150784,67116,242305,0,86091,100307,115001,190283,0,156124,107177,69971,0,127818,75766,21830,170426,256326,710544,32278
