sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.4839,14175.881,430.995,33174.106,583.995,324695,24992078,439959
Burst Shot,184.5967,28789.783,53.906,7054.386,169.429,40611,5314499,127641
Refulgent Arrow,91.74439999999998,40574.607,34.098,4941.181,231.73,25688,3722493,174576
Shot,248.0,9353.827,26.335,3079.2,53.36,19840,2319749,40199
Heartbreak Shot,89.9708,25600.039,21.496,3057.307,119.749,16194,2303256,90214
Pitch Perfect,32.5131,54407.793,14.317,2348.099,204.055,10786,1768966,153727
Empyreal Arrow,49.0,36024.857,16.911,2343.124,91.47,12740,1765218,68910
Radiant Encore,7.0,207933.857,9.69,1932.058,200.442,7300,1455537,151005
Apex Arrow,12.0,110831.833,10.854,1765.398,326.534,8177,1329982,245998
Blast Arrow,11.658900000000001,114022.078,10.833,1764.588,144.303,8161,1329372,108712
Stormbite (dot),251.0,3638.494,8.329,1212.25,21.048,6275,913262,15857
Resonant Arrow,7.0,127684.571,5.947,1186.406,122.038,4480,893792,91939
Sidewinder,13.0,65971.615,6.902,1138.406,87.457,5200,857631,65887
Caustic Bite (dot),250.0,2912.3,6.637,966.436,16.821,5000,728075,12672
Iron Jaws,18.0,14401.056,2.389,344.083,22.279,1800,259219,16784
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
