sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aerial Blast (pet),Akh Morn (pet),Astral Impulse,Auto,Crimson Cyclone,Crimson Strike,Deathflare,Earthen Fury (pet),Emerald Rite,Energy Drain,Exodus (pet),Fountain of Fire,Inferno (pet),Luxwave (pet),Mountain Buster,Necrotize,Revelation (pet),Ruby Rite,Ruin III,Ruin IV,Scarlet Flame (pet),Searing Flash,Slipstream,Slipstream (dot),Sunflare,Topaz Rite,Umbral Impulse,Wyrmwave (pet)
-802,-2,Ruin III,53322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
-2,530,Auto,229.0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3118,3650,Auto,231.0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3888,3888,Luxwave (pet),19682.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3168,3968,Umbral Impulse,90344.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,90344,0
5648,6448,Umbral Impulse,99604.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
6238,6770,Auto,294.0,0,0,0,754,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
7038,7038,Luxwave (pet),24378.0,0,0,0,754,0,0,0,0,0,0,0,0,0,44060,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
6348,7418,Energy Drain,37915.0,0,0,0,754,0,0,0,0,0,37915,0,0,0,44060,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
8828,8828,Exodus (pet),228590.0,0,0,0,754,0,0,0,0,0,37915,228590,0,0,44060,0,0,0,0,53322,0,0,0,0,0,0,0,189948,0
8128,8928,Umbral Impulse,117495.0,0,0,0,754,0,0,0,0,0,37915,228590,0,0,44060,0,0,0,0,53322,0,0,0,0,0,0,0,307443,0
9358,9890,Auto,300.0,0,0,0,1054,0,0,0,0,0,37915,228590,0,0,44060,0,0,0,0,53322,0,0,0,0,0,0,0,307443,0
9528,10238,Necrotize,87142.0,0,0,0,1054,0,0,0,0,0,37915,228590,0,0,44060,0,87142,0,0,53322,0,0,0,0,0,0,0,307443,0
10608,11408,Umbral Impulse,117495.0,0,0,0,1054,0,0,0,0,0,37915,228590,0,0,44060,0,87142,0,0,53322,0,0,0,0,0,0,0,424938,0
11638,11638,Luxwave (pet),24378.0,0,0,0,1054,0,0,0,0,0,37915,228590,0,0,68438,0,87142,0,0,53322,0,0,0,0,0,0,0,424938,0
11308,12108,Searing Flash,113758.0,0,0,0,1054,0,0,0,0,0,37915,228590,0,0,68438,0,87142,0,0,53322,0,0,113758,0,0,0,0,424938,0
12008,12808,Sunflare,151679.0,0,0,0,1054,0,0,0,0,0,37915,228590,0,0,68438,0,87142,0,0,53322,0,0,113758,0,0,151679,0,424938,0
12478,13010,Auto,300.0,0,0,0,1354,0,0,0,0,0,37915,228590,0,0,68438,0,87142,0,0,53322,0,0,113758,0,0,151679,0,424938,0
13188,13188,Luxwave (pet),24378.0,0,0,0,1354,0,0,0,0,0,37915,228590,0,0,92816,0,87142,0,0,53322,0,0,113758,0,0,151679,0,424938,0
13088,13888,Umbral Impulse,117495.0,0,0,0,1354,0,0,0,0,0,37915,228590,0,0,92816,0,87142,0,0,53322,0,0,113758,0,0,151679,0,542433,0
13788,14498,Necrotize,87142.0,0,0,0,1354,0,0,0,0,0,37915,228590,0,0,92816,0,174284,0,0,53322,0,0,113758,0,0,151679,0,542433,0
15598,16130,Auto,300.0,0,0,0,1654,0,0,0,0,0,37915,228590,0,0,92816,0,174284,0,0,53322,0,0,113758,0,0,151679,0,542433,0
15568,16368,Umbral Impulse,117495.0,0,0,0,1654,0,0,0,0,0,37915,228590,0,0,92816,0,174284,0,0,53322,0,0,113758,0,0,151679,0,659928,0
18718,19250,Auto,300.0,0,0,0,1954,0,0,0,0,0,37915,228590,0,0,92816,0,174284,0,0,53322,0,0,113758,0,0,151679,0,659928,0
20148,20148,Earthen Fury (pet),121912.0,0,0,0,1954,0,0,0,121912,0,37915,228590,0,0,92816,0,174284,0,0,53322,0,0,113758,0,0,151679,0,659928,0
20528,21148,Topaz Rite,64443.0,0,0,0,1954,0,0,0,121912,0,37915,228590,0,0,92816,0,174284,0,0,53322,0,0,113758,0,0,151679,64443,659928,0
21228,21988,Mountain Buster,30260.0,0,0,0,1954,0,0,0,121912,0,37915,228590,0,0,92816,30260,174284,0,0,53322,0,0,113758,0,0,151679,64443,659928,0
21838,22370,Auto,300.0,0,0,0,2254,0,0,0,121912,0,37915,228590,0,0,92816,30260,174284,0,0,53322,0,0,113758,0,0,151679,64443,659928,0
23008,23628,Topaz Rite,64443.0,0,0,0,2254,0,0,0,121912,0,37915,228590,0,0,92816,30260,174284,0,0,53322,0,0,113758,0,0,151679,128886,659928,0
23708,24468,Mountain Buster,30260.0,0,0,0,2254,0,0,0,121912,0,37915,228590,0,0,92816,60520,174284,0,0,53322,0,0,113758,0,0,151679,128886,659928,0
24958,25490,Auto,272.0,0,0,0,2526,0,0,0,121912,0,37915,228590,0,0,92816,60520,174284,0,0,53322,0,0,113758,0,0,151679,128886,659928,0
25489,26109,Topaz Rite,58452.0,0,0,0,2526,0,0,0,121912,0,37915,228590,0,0,92816,60520,174284,0,0,53322,0,0,113758,0,0,151679,187338,659928,0
26189,26949,Mountain Buster,23733.0,0,0,0,2526,0,0,0,121912,0,37915,228590,0,0,92816,84253,174284,0,0,53322,0,0,113758,0,0,151679,187338,659928,0
27969,28589,Topaz Rite,49551.0,0,0,0,2526,0,0,0,121912,0,37915,228590,0,0,92816,84253,174284,0,0,53322,0,0,113758,0,0,151679,236889,659928,0
28078,28610,Auto,231.0,0,0,0,2757,0,0,0,121912,0,37915,228590,0,0,92816,84253,174284,0,0,53322,0,0,113758,0,0,151679,236889,659928,0
28669,29429,Mountain Buster,23268.0,0,0,0,2757,0,0,0,121912,0,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,0,0,151679,236889,659928,0
31198,31730,Auto,231.0,0,0,0,2988,0,0,0,121912,0,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,0,0,151679,236889,659928,0
32549,32549,Aerial Blast (pet),93741.0,93741,0,0,2988,0,0,0,121912,0,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,0,0,151679,236889,659928,0
32929,33949,Slipstream,75766.0,93741,0,0,2988,0,0,0,121912,0,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,0,151679,236889,659928,0
32929,34500,Slipstream (dot),4366.0,93741,0,0,2988,0,0,0,121912,0,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,4366,151679,236889,659928,0
34318,34850,Auto,231.0,93741,0,0,3219,0,0,0,121912,0,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,4366,151679,236889,659928,0
36409,37029,Emerald Rite,37696.0,93741,0,0,3219,0,0,0,121912,37696,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,4366,151679,236889,659928,0
32929,37500,Slipstream (dot),4366.0,93741,0,0,3219,0,0,0,121912,37696,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,8732,151679,236889,659928,0
37438,37970,Auto,231.0,93741,0,0,3450,0,0,0,121912,37696,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,8732,151679,236889,659928,0
37909,38529,Emerald Rite,37696.0,93741,0,0,3450,0,0,0,121912,75392,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,8732,151679,236889,659928,0
39409,40029,Emerald Rite,37696.0,93741,0,0,3450,0,0,0,121912,113088,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,8732,151679,236889,659928,0
32929,40500,Slipstream (dot),4366.0,93741,0,0,3450,0,0,0,121912,113088,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,13098,151679,236889,659928,0
40558,41090,Auto,231.0,93741,0,0,3681,0,0,0,121912,113088,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,13098,151679,236889,659928,0
40909,41529,Emerald Rite,37696.0,93741,0,0,3681,0,0,0,121912,150784,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,13098,151679,236889,659928,0
32929,43500,Slipstream (dot),4366.0,93741,0,0,3681,0,0,0,121912,150784,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,17464,151679,236889,659928,0
43678,44210,Auto,231.0,93741,0,0,3912,0,0,0,121912,150784,37915,228590,0,0,92816,107521,174284,0,0,53322,0,0,113758,75766,17464,151679,236889,659928,0
44509,44509,Inferno (pet),86091.0,93741,0,0,3912,0,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,0,53322,0,0,113758,75766,17464,151679,236889,659928,0
32929,46500,Slipstream (dot),4366.0,93741,0,0,3912,0,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,0,53322,0,0,113758,75766,21830,151679,236889,659928,0
47169,47789,Ruby Rite,78062.0,93741,0,0,3912,0,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,78062,53322,0,0,113758,75766,21830,151679,236889,659928,0
47669,48201,Auto,231.0,93741,0,0,4143,0,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,78062,53322,0,0,113758,75766,21830,151679,236889,659928,0
50149,50769,Ruby Rite,78062.0,93741,0,0,4143,0,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,53322,0,0,113758,75766,21830,151679,236889,659928,0
50789,51321,Auto,231.0,93741,0,0,4374,0,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,53322,0,0,113758,75766,21830,151679,236889,659928,0
50849,51649,Crimson Cyclone,69971.0,93741,0,0,4374,69971,0,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,53322,0,0,113758,75766,21830,151679,236889,659928,0
53329,54089,Crimson Strike,69971.0,93741,0,0,4374,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,53322,0,0,113758,75766,21830,151679,236889,659928,0
53909,54441,Auto,231.0,93741,0,0,4605,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,53322,0,0,113758,75766,21830,151679,236889,659928,0
56799,57599,Ruin III,53855.0,93741,0,0,4605,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,0,0,113758,75766,21830,151679,236889,659928,0
57299,57831,Auto,231.0,93741,0,0,4836,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,0,0,113758,75766,21830,151679,236889,659928,0
58289,59089,Ruin IV,69971.0,93741,0,0,4836,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,0
60419,60951,Auto,231.0,93741,0,0,5067,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,0
63249,63919,Astral Impulse,67319.0,93741,0,67319,5067,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,0
63969,63969,Wyrmwave (pet),16139.0,93741,0,67319,5067,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,16139
63539,64071,Auto,231.0,93741,0,67319,5298,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,16139
65729,66399,Astral Impulse,67319.0,93741,0,134638,5298,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,16139
67119,67119,Wyrmwave (pet),16139.0,93741,0,134638,5298,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,32278
66659,67191,Auto,231.0,93741,0,134638,5529,69971,69971,0,121912,150784,37915,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,32278
66429,67499,Energy Drain,26926.0,93741,0,134638,5529,69971,69971,0,121912,150784,64841,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,32278
68210,68880,Astral Impulse,67319.0,93741,0,201957,5529,69971,69971,0,121912,150784,64841,228590,0,86091,92816,107521,174284,0,156124,107177,69971,0,113758,75766,21830,151679,236889,659928,32278
