sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
619439,620509,Apex Arrow,116075.0,1086020,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,37.0,1086057,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,17.0,1086074,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,8.0,1086082,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,998.0,1087080,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,8493.0,1095573,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,2433.0,1098006,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
619439,620509,Apex Arrow,5372.0,1103378,969755,4401523,18696,618567,1481435,1906111,221886,1384876,1224795,2990520,635516,1897653,723893,12331,776319
620059,620859,Pitch Perfect,54130.0,1103378,969755,4401523,18696,618567,1481435,1906111,221886,1439006,1224795,2990520,635516,1897653,723893,12331,776319
620160,620918,Shot,13065.0,1103378,969755,4401523,18696,618567,1481435,1906111,221886,1439006,1224795,2990520,635516,1910718,723893,12331,776319
588579,622500,Stormbite (dot),3106.0,1103378,969755,4401523,18696,618567,1481435,1906111,221886,1439006,1224795,2990520,635516,1910718,723893,12331,779425
588579,622500,Caustic Bite (dot),2484.0,1103378,969755,4401523,18696,621051,1481435,1906111,221886,1439006,1224795,2990520,635516,1910718,723893,12331,779425
621929,623399,Burst Shot,153.0,1103378,969755,4401676,18696,621051,1481435,1906111,221886,1439006,1224795,2990520,635516,1910718,723893,12331,779425
621929,623399,Refulgent Arrow,32.0,1103378,969755,4401676,18696,621051,1481435,1906111,221886,1439006,1224795,2990552,635516,1910718,723893,12331,779425
621929,623579,Blast Arrow,135096.0,1103378,1104851,4401676,18696,621051,1481435,1906111,221886,1439006,1224795,2990552,635516,1910718,723893,12331,779425
623200,623958,Shot,13065.0,1103378,1104851,4401676,18696,621051,1481435,1906111,221886,1439006,1224795,2990552,635516,1923783,723893,12331,779425
623229,624029,Pitch Perfect,11064.0,1103378,1104851,4401676,18696,621051,1481435,1906111,221886,1450070,1224795,2990552,635516,1923783,723893,12331,779425
622579,624229,Heartbreak Shot,17730.0,1103378,1104851,4401676,18696,621051,1481435,1923841,221886,1450070,1224795,2990552,635516,1923783,723893,12331,779425
588579,625500,Caustic Bite (dot),2484.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1450070,1224795,2990552,635516,1923783,723893,12331,779425
588579,625500,Stormbite (dot),3106.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1450070,1224795,2990552,635516,1923783,723893,12331,782531
624419,625579,Resonant Arrow,124030.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1450070,1224795,2990552,759546,1923783,723893,12331,782531
626240,626998,Shot,11819.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1450070,1224795,2990552,759546,1935602,723893,12331,782531
627559,628359,Pitch Perfect,2502.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1452572,1224795,2990552,759546,1935602,723893,12331,782531
626909,628379,Refulgent Arrow,46906.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1452572,1224795,3037458,759546,1935602,723893,12331,782531
626909,628499,Refulgent Arrow,46906.0,1103378,1104851,4401676,18696,623535,1481435,1923841,221886,1452572,1224795,3084364,759546,1935602,723893,12331,782531
588579,628500,Caustic Bite (dot),2484.0,1103378,1104851,4401676,18696,626019,1481435,1923841,221886,1452572,1224795,3084364,759546,1935602,723893,12331,782531
588579,628500,Stormbite (dot),3106.0,1103378,1104851,4401676,18696,626019,1481435,1923841,221886,1452572,1224795,3084364,759546,1935602,723893,12331,785637
626909,628619,Refulgent Arrow,46906.0,1103378,1104851,4401676,18696,626019,1481435,1923841,221886,1452572,1224795,3131270,759546,1935602,723893,12331,785637
629280,630038,Shot,8405.0,1103378,1104851,4401676,18696,626019,1481435,1923841,221886,1452572,1224795,3131270,759546,1944007,723893,12331,785637
629399,630069,Iron Jaws,12462.0,1103378,1104851,4401676,18696,626019,1481435,1923841,234348,1452572,1224795,3131270,759546,1944007,723893,12331,785637
630019,630819,Pitch Perfect,18130.0,1103378,1104851,4401676,18696,626019,1481435,1923841,234348,1470702,1224795,3131270,759546,1944007,723893,12331,785637
629399,631500,Caustic Bite (dot),2493.0,1103378,1104851,4401676,18696,628512,1481435,1923841,234348,1470702,1224795,3131270,759546,1944007,723893,12331,785637
629399,631500,Stormbite (dot),3118.0,1103378,1104851,4401676,18696,628512,1481435,1923841,234348,1470702,1224795,3131270,759546,1944007,723893,12331,788755
630019,631669,Heartbreak Shot,6568.0,1103378,1104851,4401676,18696,628512,1481435,1930409,234348,1470702,1224795,3131270,759546,1944007,723893,12331,788755
630639,632289,Heartbreak Shot,4459.0,1103378,1104851,4401676,18696,628512,1481435,1934868,234348,1470702,1224795,3131270,759546,1944007,723893,12331,788755
632320,633078,Shot,8405.0,1103378,1104851,4401676,18696,628512,1481435,1934868,234348,1470702,1224795,3131270,759546,1952412,723893,12331,788755
631889,633359,Refulgent Arrow,18247.0,1103378,1104851,4401676,18696,628512,1481435,1934868,234348,1470702,1224795,3149517,759546,1952412,723893,12331,788755
631889,633359,Burst Shot,13086.0,1103378,1104851,4414762,18696,628512,1481435,1934868,234348,1470702,1224795,3149517,759546,1952412,723893,12331,788755
