sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,945,33657.033,290.019,42359.007,491.485,217765,31805896,369039
Drakesbane,59,69215.136,36.145,5438.651,157.422,27140,4083693,118203
Auto,268,11329.041,32.123,4043.58,67.659,24120,3036183,50803
Raiden Thrust,59,43137.017,25.144,3389.536,120.951,18880,2545084,90818
Heavens' Thrust,30,72854.133,18.379,2910.808,103.166,13800,2185624,77464
Stardiver,13,145780.846,14.543,2523.957,188.788,10920,1895151,141754
Wyrmwind Thrust,29,63189.379,16.994,2440.508,124.173,12760,1832492,93237
Nastrond,13,124953.462,12.466,2163.365,161.816,9360,1624395,121502
Starcross,13,121463.154,12.119,2102.936,157.327,9100,1579021,118131
High Jump,25,58071.52,13.318,1933.487,106.152,10000,1451788,79706
Chaotic Spring (dot),231,6127.506,13.844,1885.098,33.986,10395,1415454,25519
Lance Barrage,30,46381.933,13.584,1853.14,92.866,10200,1391458,69730
Mirage Dive,25,55164.64,12.652,1836.703,100.84,9500,1379116,75717
Fang and Claw,30,45847.633,13.584,1831.793,91.605,10200,1375429,68783
Chaotic Spring,29,46431.69,13.132,1793.29,91.288,9860,1346519,68545
Wheeling Thrust,29,46210.069,13.132,1784.731,90.906,9860,1340092,68258
Spiral Blow,29,39272.759,11.587,1516.797,76.914,8700,1138910,57752
Rise of the Dragon,7,108933.571,5.127,1015.542,102.474,3850,762535,76944
Dragonfire Dive,7,99032.286,4.661,923.237,93.159,3500,693226,69950
Geirskogul,13,37864.308,4.848,655.559,48.962,3640,492236,36764
Piercing Talon,5,42703.4,2.331,284.361,34.03,1750,213517,25552
True Thrust,1,23973.0,0.306,31.927,8.555,230,23973,6424
