sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Contre Sixte,Corps-a-corps,Enchanted Redoublement,Enchanted Riposte,Enchanted Zwerchhau,Engagement,Fleche,Grand Impact,Jolt III,Prefulgence,Resolution,Scorch,Veraero III,Verfire,Verflare,Verholy,Verstone,Verthunder III,Vice of Thorns
267035,267567,Auto,90,1.0,5490,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,9680,4180,3900,1300,4180,6600,2850
270475,271007,Auto,90,1.0,5580,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,9680,4180,3900,1300,4180,6600,2850
269776,271076,Verstone,380,1.0,5580,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,9680,4180,3900,1300,4560,6600,2850
270776,271536,Veraero III,440,1.0,5580,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10120,4180,3900,1300,4560,6600,2850
275256,275788,Auto,90,1.0,5670,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10120,4180,3900,1300,4560,6600,2850
274756,276056,Verfire,380,1.0,5670,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10120,4560,3900,1300,4560,6600,2850
275756,276516,Verthunder III,440,1.0,5670,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10120,4560,3900,1300,4560,7040,2850
280236,280768,Auto,90,1.0,5760,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10120,4560,3900,1300,4560,7040,2850
279736,281036,Verstone,380,1.0,5760,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10120,4560,3900,1300,4940,7040,2850
280736,281496,Veraero III,440,1.0,5760,3360,1040,4480,2720,3040,1440,5280,3600,1080,3600,6800,6000,10560,4560,3900,1300,4940,7040,2850
281436,282596,Fleche,480,1.0,5760,3360,1040,4480,2720,3040,1440,5760,3600,1080,3600,6800,6000,10560,4560,3900,1300,4940,7040,2850
285216,285748,Auto,90,1.0,5850,3360,1040,4480,2720,3040,1440,5760,3600,1080,3600,6800,6000,10560,4560,3900,1300,4940,7040,2850
284716,286016,Verfire,380,1.0,5850,3360,1040,4480,2720,3040,1440,5760,3600,1080,3600,6800,6000,10560,4940,3900,1300,4940,7040,2850
285716,286476,Verthunder III,440,1.0,5850,3360,1040,4480,2720,3040,1440,5760,3600,1080,3600,6800,6000,10560,4940,3900,1300,4940,7480,2850
286416,286996,Engagement,180,1.0,5850,3360,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,10560,4940,3900,1300,4940,7480,2850
288206,288966,Veraero III,440,1.0,5850,3360,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,4940,3900,1300,4940,7480,2850
288656,289188,Auto,90,1.0,5940,3360,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,4940,3900,1300,4940,7480,2850
288906,290066,Contre Sixte,420,1.0,5940,3780,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,4940,3900,1300,4940,7480,2850
292686,293218,Auto,90,1.0,6030,3780,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,4940,3900,1300,4940,7480,2850
292186,293486,Verfire,380,1.0,6030,3780,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,5320,3900,1300,4940,7480,2850
293186,293946,Verthunder III,440,1.0,6030,3780,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,5320,3900,1300,4940,7920,2850
299656,300956,Verstone,380,1.0,6030,3780,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
300666,301198,Auto,90,1.0,6120,3780,1040,4480,2720,3040,1620,5760,3600,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
300166,301725,Grand Impact,600,1.0,6120,3780,1040,4480,2720,3040,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
301356,301986,Corps-a-corps,130,1.0,6120,3780,1170,4480,2720,3040,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
303146,303776,Enchanted Riposte,340,1.0,6120,3780,1170,4480,3060,3040,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
304646,305276,Enchanted Zwerchhau,380,1.0,6120,3780,1170,4480,3060,3420,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
305646,306178,Auto,90,1.0,6210,3780,1170,4480,3060,3420,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,7920,2850
305146,306406,Verthunder III,440,1.0,6210,3780,1170,4480,3060,3420,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,8360,2850
306146,306776,Enchanted Redoublement,560,1.0,6210,3780,1170,5040,3060,3420,1620,5760,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,8360,2850
306846,308006,Fleche,480,1.0,6210,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,8360,2850
309086,309618,Auto,90,1.0,6300,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,6800,6000,11000,5320,3900,1300,5320,8360,2850
308346,309776,Verholy,650,1.0,6300,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,6800,6000,11000,5320,3900,1950,5320,8360,2850
310836,312666,Scorch,750,1.0,6300,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,6800,6750,11000,5320,3900,1950,5320,8360,2850
312526,313058,Auto,90,1.0,6390,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,6800,6750,11000,5320,3900,1950,5320,8360,2850
313326,314886,Resolution,850,1.0,6390,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11000,5320,3900,1950,5320,8360,2850
315966,316498,Auto,90,1.0,6480,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11000,5320,3900,1950,5320,8360,2850
315816,316616,Verstone,380,1.0,6480,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11000,5320,3900,1950,5700,8360,2850
322287,323587,Verfire,380,1.0,6480,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11000,5700,3900,1950,5700,8360,2850
323297,323829,Auto,90,1.0,6570,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11000,5700,3900,1950,5700,8360,2850
322797,324057,Veraero III,440,1.0,6570,3780,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11440,5700,3900,1950,5700,8360,2850
323987,325147,Contre Sixte,420,1.0,6570,4200,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11440,5700,3900,1950,5700,8360,2850
325777,326577,Verfire,380,1.0,6570,4200,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,8360,2850
328277,328809,Auto,90,1.0,6660,4200,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,8360,2850
327777,329037,Verthunder III,440,1.0,6660,4200,1170,5040,3060,3420,1620,6240,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,8800,2850
328967,329547,Engagement,180,1.0,6660,4200,1170,5040,3060,3420,1800,6240,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,8800,2850
330757,331517,Verthunder III,440,1.0,6660,4200,1170,5040,3060,3420,1800,6240,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,9240,2850
331846,333006,Fleche,480,1.0,6660,4200,1170,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,9240,2850
333257,333789,Auto,90,1.0,6750,4200,1170,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,11440,6080,3900,1950,5700,9240,2850
332757,334017,Veraero III,440,1.0,6750,4200,1170,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,11880,6080,3900,1950,5700,9240,2850
334737,336037,Verstone,380,1.0,6750,4200,1170,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,11880,6080,3900,1950,6080,9240,2850
335737,336497,Veraero III,440,1.0,6750,4200,1170,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6080,3900,1950,6080,9240,2850
336437,337067,Corps-a-corps,130,1.0,6750,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6080,3900,1950,6080,9240,2850
336697,337229,Auto,90,1.0,6840,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6080,3900,1950,6080,9240,2850
340217,340749,Auto,90,1.0,6930,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6080,3900,1950,6080,9240,2850
339717,341017,Verfire,380,1.0,6930,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6460,3900,1950,6080,9240,2850
340717,341477,Verthunder III,440,1.0,6930,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6460,3900,1950,6080,9680,2850
345197,345729,Auto,90,1.0,7020,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6460,3900,1950,6080,9680,2850
344697,345997,Verstone,380,1.0,7020,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12320,6460,3900,1950,6460,9680,2850
345697,346457,Veraero III,440,1.0,7020,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12760,6460,3900,1950,6460,9680,2850
350177,350709,Auto,90,1.0,7110,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12760,6460,3900,1950,6460,9680,2850
349677,350977,Verfire,380,1.0,7110,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,9680,2850
350677,351437,Verthunder III,440,1.0,7110,4200,1300,5040,3060,3420,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
353167,353797,Enchanted Riposte,340,1.0,7110,4200,1300,5040,3400,3420,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
353617,354149,Auto,90,1.0,7200,4200,1300,5040,3400,3420,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
354667,355297,Enchanted Zwerchhau,380,1.0,7200,4200,1300,5040,3400,3800,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
356167,356797,Enchanted Redoublement,560,1.0,7200,4200,1300,5600,3400,3800,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
357057,357589,Auto,90,1.0,7290,4200,1300,5600,3400,3800,1800,6720,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
357567,358727,Fleche,480,1.0,7290,4200,1300,5600,3400,3800,1800,7200,4200,1080,3600,7650,6750,12760,6840,3900,1950,6460,10120,2850
358367,359797,Verholy,650,1.0,7290,4200,1300,5600,3400,3800,1800,7200,4200,1080,3600,7650,6750,12760,6840,3900,2600,6460,10120,2850
359067,360227,Contre Sixte,420,1.0,7290,4620,1300,5600,3400,3800,1800,7200,4200,1080,3600,7650,6750,12760,6840,3900,2600,6460,10120,2850
360497,361029,Auto,90,1.0,7380,4620,1300,5600,3400,3800,1800,7200,4200,1080,3600,7650,6750,12760,6840,3900,2600,6460,10120,2850
360857,362687,Scorch,750,1.0,7380,4620,1300,5600,3400,3800,1800,7200,4200,1080,3600,7650,7500,12760,6840,3900,2600,6460,10120,2850
363937,364469,Auto,90,1.0,7470,4620,1300,5600,3400,3800,1800,7200,4200,1080,3600,7650,7500,12760,6840,3900,2600,6460,10120,2850
363347,364907,Resolution,850,1.0,7470,4620,1300,5600,3400,3800,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
365837,366467,Enchanted Riposte,340,1.0,7470,4620,1300,5600,3740,3800,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
367377,367909,Auto,90,1.0,7560,4620,1300,5600,3740,3800,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
367345,367975,Enchanted Zwerchhau,380,1.0,7560,4620,1300,5600,3740,4180,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
368845,369475,Enchanted Redoublement,560,1.0,7560,4620,1300,6160,3740,4180,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
369545,370175,Corps-a-corps,130,1.0,7560,4620,1430,6160,3740,4180,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
370817,371349,Auto,90,1.0,7650,4620,1430,6160,3740,4180,1800,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
371745,372325,Engagement,180,1.0,7650,4620,1430,6160,3740,4180,1980,7200,4200,1080,3600,8500,7500,12760,6840,3900,2600,6460,10120,2850
371045,372475,Verflare,650,1.0,7650,4620,1430,6160,3740,4180,1980,7200,4200,1080,3600,8500,7500,12760,6840,4550,2600,6460,10120,2850
374257,374789,Auto,90,1.0,7740,4620,1430,6160,3740,4180,1980,7200,4200,1080,3600,8500,7500,12760,6840,4550,2600,6460,10120,2850
374235,375035,Vice of Thorns,950,1.0,7740,4620,1430,6160,3740,4180,1980,7200,4200,1080,3600,8500,7500,12760,6840,4550,2600,6460,10120,3800
373535,375365,Scorch,750,1.0,7740,4620,1430,6160,3740,4180,1980,7200,4200,1080,3600,8500,8250,12760,6840,4550,2600,6460,10120,3800
376025,377585,Resolution,850,1.0,7740,4620,1430,6160,3740,4180,1980,7200,4200,1080,3600,9350,8250,12760,6840,4550,2600,6460,10120,3800
377425,378055,Corps-a-corps,130,1.0,7740,4620,1560,6160,3740,4180,1980,7200,4200,1080,3600,9350,8250,12760,6840,4550,2600,6460,10120,3800
376725,378145,Prefulgence,1200,1.0,7740,4620,1560,6160,3740,4180,1980,7200,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
377697,378229,Auto,90,1.0,7830,4620,1560,6160,3740,4180,1980,7200,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
378515,379145,Enchanted Riposte,340,1.0,7830,4620,1560,6160,4080,4180,1980,7200,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
380015,380645,Enchanted Zwerchhau,380,1.0,7830,4620,1560,6160,4080,4560,1980,7200,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
381137,381669,Auto,90,1.0,7920,4620,1560,6160,4080,4560,1980,7200,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
381515,382145,Enchanted Redoublement,560,1.0,7920,4620,1560,6720,4080,4560,1980,7200,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
382567,383727,Fleche,480,1.0,7920,4620,1560,6720,4080,4560,1980,7680,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
384415,384995,Engagement,180,1.0,7920,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
384577,385109,Auto,90,1.0,8010,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,9350,8250,12760,6840,4550,2600,6460,10120,3800
383715,385145,Verholy,650,1.0,8010,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,9350,8250,12760,6840,4550,3250,6460,10120,3800
386205,388035,Scorch,750,1.0,8010,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,9350,9000,12760,6840,4550,3250,6460,10120,3800
388017,388549,Auto,90,1.0,8100,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,9350,9000,12760,6840,4550,3250,6460,10120,3800
388696,390256,Resolution,850,1.0,8100,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,10200,9000,12760,6840,4550,3250,6460,10120,3800
393676,394436,Verthunder III,440,1.0,8100,4620,1560,6720,4080,4560,2160,7680,4200,1080,4800,10200,9000,12760,6840,4550,3250,6460,10560,3800
394376,395536,Contre Sixte,420,1.0,8100,5040,1560,6720,4080,4560,2160,7680,4200,1080,4800,10200,9000,12760,6840,4550,3250,6460,10560,3800
396176,396708,Auto,90,1.0,8190,5040,1560,6720,4080,4560,2160,7680,4200,1080,4800,10200,9000,12760,6840,4550,3250,6460,10560,3800
395676,397235,Grand Impact,600,1.0,8190,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,12760,6840,4550,3250,6460,10560,3800
397656,398956,Verstone,380,1.0,8190,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,12760,6840,4550,3250,6840,10560,3800
398656,399416,Veraero III,440,1.0,8190,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,6840,4550,3250,6840,10560,3800
399616,400148,Auto,90,1.0,8280,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,6840,4550,3250,6840,10560,3800
403136,403668,Auto,90,1.0,8370,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,6840,4550,3250,6840,10560,3800
402636,403936,Verfire,380,1.0,8370,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,7220,4550,3250,6840,10560,3800
403636,404396,Verthunder III,440,1.0,8370,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,7220,4550,3250,6840,11000,3800
406126,406886,Verthunder III,440,1.0,8370,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,7220,4550,3250,6840,11440,3800
406576,407108,Auto,90,1.0,8460,5040,1560,6720,4080,4560,2160,7680,4800,1080,4800,10200,9000,13200,7220,4550,3250,6840,11440,3800
407567,408727,Fleche,480,1.0,8460,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13200,7220,4550,3250,6840,11440,3800
408616,409416,Verstone,380,1.0,8460,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13200,7220,4550,3250,7220,11440,3800
410016,410548,Auto,90,1.0,8550,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13200,7220,4550,3250,7220,11440,3800
415086,416386,Verfire,380,1.0,8550,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13200,7600,4550,3250,7220,11440,3800
416096,416628,Auto,90,1.0,8640,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13200,7600,4550,3250,7220,11440,3800
415596,416856,Veraero III,440,1.0,8640,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7220,11440,3800
418576,419376,Verstone,380,1.0,8640,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,11440,3800
421076,421608,Auto,90,1.0,8730,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,11440,3800
420576,421836,Verthunder III,440,1.0,8730,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,11880,3800
423556,424316,Verthunder III,440,1.0,8730,5040,1560,6720,4080,4560,2160,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,12320,3800
424256,424836,Engagement,180,1.0,8730,5040,1560,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,12320,3800
424956,425586,Corps-a-corps,130,1.0,8730,5040,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,12320,3800
426056,426588,Auto,90,1.0,8820,5040,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,13640,7600,4550,3250,7600,12320,3800
425556,426816,Veraero III,440,1.0,8820,5040,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,14080,7600,4550,3250,7600,12320,3800
427536,428836,Verstone,380,1.0,8820,5040,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,14080,7600,4550,3250,7980,12320,3800
428536,429296,Veraero III,440,1.0,8820,5040,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,14520,7600,4550,3250,7980,12320,3800
429496,430028,Auto,90,1.0,8910,5040,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,14520,7600,4550,3250,7980,12320,3800
429376,430536,Contre Sixte,420,1.0,8910,5460,1690,6720,4080,4560,2340,8160,4800,1080,4800,10200,9000,14520,7600,4550,3250,7980,12320,3800
432567,433727,Fleche,480,1.0,8910,5460,1690,6720,4080,4560,2340,8640,4800,1080,4800,10200,9000,14520,7600,4550,3250,7980,12320,3800
435006,436306,Verfire,380,1.0,8910,5460,1690,6720,4080,4560,2340,8640,4800,1080,4800,10200,9000,14520,7980,4550,3250,7980,12320,3800
436016,436548,Auto,90,1.0,9000,5460,1690,6720,4080,4560,2340,8640,4800,1080,4800,10200,9000,14520,7980,4550,3250,7980,12320,3800
435516,437075,Grand Impact,600,1.0,9000,5460,1690,6720,4080,4560,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,7980,12320,3800
438497,439297,Verstone,380,1.0,9000,5460,1690,6720,4080,4560,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,8360,12320,3800
440996,441528,Auto,90,1.0,9090,5460,1690,6720,4080,4560,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,8360,12320,3800
440496,441756,Verthunder III,440,1.0,9090,5460,1690,6720,4080,4560,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,8360,12760,3800
443477,444107,Enchanted Riposte,340,1.0,9090,5460,1690,6720,4420,4560,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,8360,12760,3800
444977,445607,Enchanted Zwerchhau,380,1.0,9090,5460,1690,6720,4420,4940,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,8360,12760,3800
445977,446509,Auto,90,1.0,9180,5460,1690,6720,4420,4940,2340,8640,5400,1080,4800,10200,9000,14520,7980,4550,3250,8360,12760,3800
445477,446737,Veraero III,440,1.0,9180,5460,1690,6720,4420,4940,2340,8640,5400,1080,4800,10200,9000,14960,7980,4550,3250,8360,12760,3800
446477,447107,Enchanted Redoublement,560,1.0,9180,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,10200,9000,14960,7980,4550,3250,8360,12760,3800
449417,449949,Auto,90,1.0,9270,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,10200,9000,14960,7980,4550,3250,8360,12760,3800
448677,450107,Verflare,650,1.0,9270,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,10200,9000,14960,7980,5200,3250,8360,12760,3800
451167,452997,Scorch,750,1.0,9270,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,10200,9750,14960,7980,5200,3250,8360,12760,3800
452857,453389,Auto,90,1.0,9360,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,10200,9750,14960,7980,5200,3250,8360,12760,3800
453657,455217,Resolution,850,1.0,9360,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,11050,9750,14960,7980,5200,3250,8360,12760,3800
456297,456829,Auto,90,1.0,9450,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,11050,9750,14960,7980,5200,3250,8360,12760,3800
456147,456907,Verthunder III,440,1.0,9450,5460,1690,7280,4420,4940,2340,8640,5400,1080,4800,11050,9750,14960,7980,5200,3250,8360,13200,3800
457567,458727,Fleche,480,1.0,9450,5460,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,14960,7980,5200,3250,8360,13200,3800
458637,459437,Verstone,380,1.0,9450,5460,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,14960,7980,5200,3250,8740,13200,3800
459737,460269,Auto,90,1.0,9540,5460,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,14960,7980,5200,3250,8740,13200,3800
464376,465536,Contre Sixte,420,1.0,9540,5880,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,14960,7980,5200,3250,8740,13200,3800
466117,466649,Auto,90,1.0,9630,5880,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,14960,7980,5200,3250,8740,13200,3800
465617,466877,Veraero III,440,1.0,9630,5880,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,15400,7980,5200,3250,8740,13200,3800
467597,468897,Verfire,380,1.0,9630,5880,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,15400,8360,5200,3250,8740,13200,3800
468597,469357,Verthunder III,440,1.0,9630,5880,1690,7280,4420,4940,2340,9120,5400,1080,4800,11050,9750,15400,8360,5200,3250,8740,13640,3800
468107,469666,Grand Impact,600,1.0,9630,5880,1690,7280,4420,4940,2340,9120,6000,1080,4800,11050,9750,15400,8360,5200,3250,8740,13640,3800
469297,469877,Engagement,180,1.0,9630,5880,1690,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15400,8360,5200,3250,8740,13640,3800
469557,470089,Auto,90,1.0,9720,5880,1690,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15400,8360,5200,3250,8740,13640,3800
473077,473609,Auto,90,1.0,9810,5880,1690,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15400,8360,5200,3250,8740,13640,3800
472577,473877,Verstone,380,1.0,9810,5880,1690,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15400,8360,5200,3250,9120,13640,3800
473577,474337,Veraero III,440,1.0,9810,5880,1690,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8360,5200,3250,9120,13640,3800
474277,474907,Corps-a-corps,130,1.0,9810,5880,1820,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8360,5200,3250,9120,13640,3800
478057,478589,Auto,90,1.0,9900,5880,1820,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8360,5200,3250,9120,13640,3800
477557,478857,Verfire,380,1.0,9900,5880,1820,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,13640,3800
478557,479317,Verthunder III,440,1.0,9900,5880,1820,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14080,3800
481047,481807,Verthunder III,440,1.0,9900,5880,1820,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
481497,482029,Auto,90,1.0,9990,5880,1820,7280,4420,4940,2520,9120,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
482567,483727,Fleche,480,1.0,9990,5880,1820,7280,4420,4940,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
483537,484167,Enchanted Riposte,340,1.0,9990,5880,1820,7280,4760,4940,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
484937,485469,Auto,90,1.0,10080,5880,1820,7280,4760,4940,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
485037,485667,Enchanted Zwerchhau,380,1.0,10080,5880,1820,7280,4760,5320,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
486538,487168,Enchanted Redoublement,560,1.0,10080,5880,1820,7840,4760,5320,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
488377,488909,Auto,90,1.0,10170,5880,1820,7840,4760,5320,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3250,9120,14520,3800
488738,490168,Verholy,650,1.0,10170,5880,1820,7840,4760,5320,2520,9600,6000,1080,4800,11050,9750,15840,8740,5200,3900,9120,14520,3800
