sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1017,31621.935,328.602,42862.199,373.679,246550,32159508,280371
Auto,315,9327.022,37.785,3915.783,58.395,28350,2938012,43814
Tendo Kaeshi Setsugekka,15,184104.533,21.991,3680.618,102.787,16500,2761568,77121
Tendo Setsugekka,15,184104.533,21.991,3680.618,102.787,16500,2761568,77121
Gekko,49,49143.02,27.429,3209.394,121.398,20580,2408008,91085
Gyofu,82,27586.744,26.23,3014.945,88.079,19680,2262113,66086
Kaeshi: Setsugekka,22,102799.227,18.766,3014.238,69.468,14080,2261583,52122
Midare Setsugekka,22,101332.0,18.766,2971.217,68.438,14080,2229304,51349
Hissatsu: Shinten,70,29371.9,23.324,2740.281,86.705,17500,2056033,65055
Kasha,38,48936.658,21.271,2478.466,106.419,15960,1859593,79846
Yukikaze,38,39395.395,17.22,1995.235,85.663,12920,1497025,64273
Higanbana (dot),240,6005.5,15.994,1920.992,32.824,12000,1441320,24628
Shoha,18,76741.389,15.354,1841.057,114.873,11520,1381345,86189
Hissatsu: Senei,13,95685.462,13.861,1657.885,121.763,10400,1243911,91359
Kaeshi: Namikiri,7,172113.857,9.33,1605.754,65.62,7000,1204797,49235
Ogi Namikiri,7,172113.857,9.33,1605.754,65.62,7000,1204797,49235
Zanshin,7,116742.429,8.77,1089.16,108.955,6580,817197,81749
Jinpu,23,34274.0,9.196,1050.649,57.937,6900,788302,43470
Shifu,21,34274.0,8.397,959.288,55.361,6300,719754,41537
Higanbana,12,23746.833,3.199,379.797,29.027,2400,284962,21779
Hissatsu: Gyoten,3,12772.0,0.4,51.068,7.798,300,38316,5851
