sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,945,33273.097,290.019,41875.806,483.83,217765,31443077,363291
Drakesbane,59,68525.254,36.145,5384.443,156.06,27140,4042990,117180
Auto,268,11241.325,32.123,4012.273,66.941,24120,3012675,50264
Raiden Thrust,59,42793.932,25.144,3362.578,119.626,18880,2524842,89823
Heavens' Thrust,30,72101.4,18.379,2880.734,102.514,13800,2163042,76974
Stardiver,13,143171.462,14.543,2478.78,185.027,10920,1861229,138930
Wyrmwind Thrust,29,62573.241,16.994,2416.711,122.592,12760,1814624,92050
Nastrond,13,122717.0,12.466,2124.644,158.592,9360,1595321,119081
Starcross,13,119288.462,12.119,2065.285,154.191,9100,1550750,115777
High Jump,25,57425.36,13.318,1911.974,104.639,10000,1435634,78570
Chaotic Spring (dot),231,6075.247,13.844,1869.02,33.592,10395,1403382,25223
Lance Barrage,30,45987.733,13.584,1837.39,91.786,10200,1379632,68919
Fang and Claw,30,45516.967,13.584,1818.581,90.681,10200,1365509,68089
Mirage Dive,25,54550.96,12.652,1816.271,99.403,9500,1363774,74638
Chaotic Spring,29,46029.276,13.132,1777.748,90.219,9860,1334849,67742
Wheeling Thrust,29,45807.655,13.132,1769.189,89.832,9860,1328422,67452
Spiral Blow,29,39036.138,11.587,1507.659,76.256,8700,1132048,57258
Rise of the Dragon,7,105761.143,5.127,985.967,99.488,3850,740328,74702
Dragonfire Dive,7,96147.429,4.661,896.342,90.445,3500,673032,67912
Geirskogul,13,37192.615,4.848,643.929,48.001,3640,483504,36042
Piercing Talon,5,42703.4,2.331,284.361,34.03,1750,213517,25552
True Thrust,1,23973.0,0.306,31.927,8.555,230,23973,6424
