sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,36089.14,244.365,28279.875,225.012,184300,21328682,169704
Fell Cleave,71,76828.761,54.601,7232.62,104.006,41180,5454842,78441
Inner Chaos,22,112124.682,19.252,3270.675,20.188,14520,2466743,15226
Auto,225,9223.164,26.85,2751.541,47.652,20250,2075212,35939
Maim,61,30493.902,27.499,2466.359,81.6,20740,1860128,61543
Storm's Path,40,44785.875,26.518,2375.278,96.932,20000,1791435,73106
Primal Ruination,13,130367.538,13.445,2247.12,18.05,10140,1694778,13613
Primal Rend,13,116995.923,12.066,2016.636,16.201,9100,1520947,12219
Heavy Swing,61,21480.131,19.411,1737.322,57.45,14640,1310288,43329
Storm's Eye,21,44702.048,13.922,1244.687,70.174,10500,938743,52925
Upheaval,24,39053.458,13.365,1242.751,66.132,10080,937283,49877
Primal Wrath,13,67490.769,12.066,1163.325,84.659,9100,877380,63850
Onslaught,27,14848.259,5.37,531.561,26.948,4050,400903,20324
