sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,380,1.0,0,0,0,0,380,0,0
40,572,Auto,90,1.0,90,0,0,0,380,0,0
3401,4071,Dosis III,380,1.0,90,380,0,0,380,0,0
3901,4433,Auto,90,1.0,180,380,0,0,380,0,0
940,4500,Eukrasian Dosis III (dot),85,1.0,180,380,85,0,380,0,0
5841,6511,Dosis III,380,1.0,180,760,85,0,380,0,0
6701,7233,Auto,90,1.0,270,760,85,0,380,0,0
940,7500,Eukrasian Dosis III (dot),85,1.0,270,760,170,0,380,0,0
7322,7992,Phlegma III,600,1.0,270,760,170,600,380,0,0
7942,9042,Psyche,600,1.0,270,760,170,600,380,600,0
9501,10033,Auto,90,1.0,360,760,170,600,380,600,0
9762,10432,Phlegma III,600,1.0,360,760,170,1200,380,600,0
940,10500,Eukrasian Dosis III (dot),85,1.0,360,760,255,1200,380,600,0
940,13500,Eukrasian Dosis III (dot),85,1.0,360,760,340,1200,380,600,0
13163,13833,Dosis III,380,1.0,360,1140,340,1200,380,600,0
13663,14195,Auto,90,1.0,450,1140,340,1200,380,600,0
15603,16273,Dosis III,380,1.0,450,1520,340,1200,380,600,0
940,16500,Eukrasian Dosis III (dot),85,1.0,450,1520,425,1200,380,600,0
16463,16995,Auto,90,1.0,540,1520,425,1200,380,600,0
18044,18714,Dosis III,380,1.0,540,1900,425,1200,380,600,0
940,19500,Eukrasian Dosis III (dot),85,1.0,540,1900,510,1200,380,600,0
19263,19795,Auto,90,1.0,630,1900,510,1200,380,600,0
20484,21154,Dosis III,380,1.0,630,2280,510,1200,380,600,0
940,22500,Eukrasian Dosis III (dot),85,1.0,630,2280,595,1200,380,600,0
22924,23594,Dosis III,380,1.0,630,2660,595,1200,380,600,0
23424,23956,Auto,90,1.0,720,2660,595,1200,380,600,0
940,25500,Eukrasian Dosis III (dot),85,1.0,720,2660,680,1200,380,600,0
26224,26756,Auto,90,1.0,810,2660,680,1200,380,600,0
25406,28500,Eukrasian Dosis III (dot),85,1.0,810,2660,765,1200,380,600,0
27866,28536,Dosis III,380,1.0,810,3040,765,1200,380,600,0
29024,29556,Auto,90,1.0,900,3040,765,1200,380,600,0
30307,30977,Dosis III,380,1.0,900,3420,765,1200,380,600,0
25406,31500,Eukrasian Dosis III (dot),85,1.0,900,3420,850,1200,380,600,0
32747,33417,Dosis III,380,1.0,900,3800,850,1200,380,600,0
33247,33779,Auto,90,1.0,990,3800,850,1200,380,600,0
25406,34500,Eukrasian Dosis III (dot),85,1.0,990,3800,935,1200,380,600,0
35188,35858,Dosis III,380,1.0,990,4180,935,1200,380,600,0
36047,36579,Auto,90,1.0,1080,4180,935,1200,380,600,0
25406,37500,Eukrasian Dosis III (dot),85,1.0,1080,4180,1020,1200,380,600,0
37628,38298,Dosis III,380,1.0,1080,4560,1020,1200,380,600,0
38847,39379,Auto,90,1.0,1170,4560,1020,1200,380,600,0
25406,40500,Eukrasian Dosis III (dot),85,1.0,1170,4560,1105,1200,380,600,0
40069,40739,Dosis III,380,1.0,1170,4940,1105,1200,380,600,0
42509,43179,Dosis III,380,1.0,1170,5320,1105,1200,380,600,0
25406,43500,Eukrasian Dosis III (dot),85,1.0,1170,5320,1190,1200,380,600,0
43009,43541,Auto,90,1.0,1260,5320,1190,1200,380,600,0
44949,45619,Dosis III,380,1.0,1260,5700,1190,1200,380,600,0
45809,46341,Auto,90,1.0,1350,5700,1190,1200,380,600,0
25406,46500,Eukrasian Dosis III (dot),85,1.0,1350,5700,1275,1200,380,600,0
47390,48060,Dosis III,380,1.0,1350,6080,1275,1200,380,600,0
48609,49141,Auto,90,1.0,1440,6080,1275,1200,380,600,0
25406,49500,Eukrasian Dosis III (dot),85,1.0,1440,6080,1360,1200,380,600,0
49830,50500,Dosis III,380,1.0,1440,6460,1360,1200,380,600,0
25406,52500,Eukrasian Dosis III (dot),85,1.0,1440,6460,1445,1200,380,600,0
52271,52941,Dosis III,380,1.0,1440,6840,1445,1200,380,600,0
52771,53303,Auto,90,1.0,1530,6840,1445,1200,380,600,0
25406,55500,Eukrasian Dosis III (dot),85,1.0,1530,6840,1530,1200,380,600,0
55571,56103,Auto,90,1.0,1620,6840,1530,1200,380,600,0
57213,57883,Dosis III,380,1.0,1620,7220,1530,1200,380,600,0
54752,58500,Eukrasian Dosis III (dot),85,1.0,1620,7220,1615,1200,380,600,0
58371,58903,Auto,90,1.0,1710,7220,1615,1200,380,600,0
59653,60323,Dosis III,380,1.0,1710,7600,1615,1200,380,600,0
54752,61500,Eukrasian Dosis III (dot),85,1.0,1710,7600,1700,1200,380,600,0
62094,62764,Dosis III,380,1.0,1710,7980,1700,1200,380,600,0
62594,63126,Auto,90,1.0,1800,7980,1700,1200,380,600,0
54752,64500,Eukrasian Dosis III (dot),85,1.0,1800,7980,1785,1200,380,600,0
64534,65204,Dosis III,380,1.0,1800,8360,1785,1200,380,600,0
65394,65926,Auto,90,1.0,1890,8360,1785,1200,380,600,0
54752,67500,Eukrasian Dosis III (dot),85,1.0,1890,8360,1870,1200,380,600,0
66975,67645,Dosis III,380,1.0,1890,8740,1870,1200,380,600,0
68194,68726,Auto,90,1.0,1980,8740,1870,1200,380,600,0
67942,69042,Psyche,600,1.0,1980,8740,1870,1200,380,1200,0
69522,70192,Dosis III,380,1.0,1980,9120,1870,1200,380,1200,0
54752,70500,Eukrasian Dosis III (dot),85,1.0,1980,9120,1955,1200,380,1200,0
70994,71526,Auto,90,1.0,2070,9120,1955,1200,380,1200,0
71962,72632,Dosis III,380,1.0,2070,9500,1955,1200,380,1200,0
54752,73500,Eukrasian Dosis III (dot),85,1.0,2070,9500,2040,1200,380,1200,0
74403,75073,Dosis III,380,1.0,2070,9880,2040,1200,380,1200,0
74903,75435,Auto,90,1.0,2160,9880,2040,1200,380,1200,0
54752,76500,Eukrasian Dosis III (dot),85,1.0,2160,9880,2125,1200,380,1200,0
76843,77513,Dosis III,380,1.0,2160,10260,2125,1200,380,1200,0
77703,78235,Auto,90,1.0,2250,10260,2125,1200,380,1200,0
54752,79500,Eukrasian Dosis III (dot),85,1.0,2250,10260,2210,1200,380,1200,0
79284,79954,Dosis III,380,1.0,2250,10640,2210,1200,380,1200,0
80503,81035,Auto,90,1.0,2340,10640,2210,1200,380,1200,0
81724,82394,Dosis III,380,1.0,2340,11020,2210,1200,380,1200,0
54752,82500,Eukrasian Dosis III (dot),85,1.0,2340,11020,2295,1200,380,1200,0
83303,83835,Auto,90,1.0,2430,11020,2295,1200,380,1200,0
84205,85500,Eukrasian Dosis III (dot),85,1.0,2430,11020,2380,1200,380,1200,0
85706,86376,Phlegma III,600,1.0,2430,11020,2380,1800,380,1200,0
86103,86635,Auto,90,1.0,2520,11020,2380,1800,380,1200,0
84205,88500,Eukrasian Dosis III (dot),85,1.0,2520,11020,2465,1800,380,1200,0
89106,89776,Dosis III,380,1.0,2520,11400,2465,1800,380,1200,0
89606,90138,Auto,90,1.0,2610,11400,2465,1800,380,1200,0
84205,91500,Eukrasian Dosis III (dot),85,1.0,2610,11400,2550,1800,380,1200,0
91547,92217,Dosis III,380,1.0,2610,11780,2550,1800,380,1200,0
92406,92938,Auto,90,1.0,2700,11780,2550,1800,380,1200,0
84205,94500,Eukrasian Dosis III (dot),85,1.0,2700,11780,2635,1800,380,1200,0
93987,94657,Dosis III,380,1.0,2700,12160,2635,1800,380,1200,0
95206,95738,Auto,90,1.0,2790,12160,2635,1800,380,1200,0
96428,97098,Dosis III,380,1.0,2790,12540,2635,1800,380,1200,0
84205,97500,Eukrasian Dosis III (dot),85,1.0,2790,12540,2720,1800,380,1200,0
98868,99538,Dosis III,380,1.0,2790,12920,2720,1800,380,1200,0
99368,99900,Auto,90,1.0,2880,12920,2720,1800,380,1200,0
84205,100500,Eukrasian Dosis III (dot),85,1.0,2880,12920,2805,1800,380,1200,0
101309,101979,Dosis III,380,1.0,2880,13300,2805,1800,380,1200,0
102168,102700,Auto,90,1.0,2970,13300,2805,1800,380,1200,0
84205,103500,Eukrasian Dosis III (dot),85,1.0,2970,13300,2890,1800,380,1200,0
103749,104419,Dosis III,380,1.0,2970,13680,2890,1800,380,1200,0
104968,105500,Auto,90,1.0,3060,13680,2890,1800,380,1200,0
84205,106500,Eukrasian Dosis III (dot),85,1.0,3060,13680,2975,1800,380,1200,0
106189,106859,Dosis III,380,1.0,3060,14060,2975,1800,380,1200,0
108630,109300,Dosis III,380,1.0,3060,14440,2975,1800,380,1200,0
84205,109500,Eukrasian Dosis III (dot),85,1.0,3060,14440,3060,1800,380,1200,0
109130,109662,Auto,90,1.0,3150,14440,3060,1800,380,1200,0
111070,111740,Dosis III,380,1.0,3150,14820,3060,1800,380,1200,0
111930,112462,Auto,90,1.0,3240,14820,3060,1800,380,1200,0
84205,112500,Eukrasian Dosis III (dot),85,1.0,3240,14820,3145,1800,380,1200,0
114730,115262,Auto,90,1.0,3330,14820,3145,1800,380,1200,0
113552,115500,Eukrasian Dosis III (dot),85,1.0,3330,14820,3230,1800,380,1200,0
116012,116682,Dosis III,380,1.0,3330,15200,3230,1800,380,1200,0
113552,118500,Eukrasian Dosis III (dot),85,1.0,3330,15200,3315,1800,380,1200,0
118453,119123,Dosis III,380,1.0,3330,15580,3315,1800,380,1200,0
118953,119485,Auto,90,1.0,3420,15580,3315,1800,380,1200,0
113552,121500,Eukrasian Dosis III (dot),85,1.0,3420,15580,3400,1800,380,1200,0
120893,121563,Dosis III,380,1.0,3420,15960,3400,1800,380,1200,0
121753,122285,Auto,90,1.0,3510,15960,3400,1800,380,1200,0
123334,124004,Dosis III,380,1.0,3510,16340,3400,1800,380,1200,0
113552,124500,Eukrasian Dosis III (dot),85,1.0,3510,16340,3485,1800,380,1200,0
124553,125085,Auto,90,1.0,3600,16340,3485,1800,380,1200,0
125774,126444,Dosis III,380,1.0,3600,16720,3485,1800,380,1200,0
113552,127500,Eukrasian Dosis III (dot),85,1.0,3600,16720,3570,1800,380,1200,0
127353,127885,Auto,90,1.0,3690,16720,3570,1800,380,1200,0
127255,127925,Phlegma III,600,1.0,3690,16720,3570,2400,380,1200,0
127942,129042,Psyche,600,1.0,3690,16720,3570,2400,380,1800,0
129695,130365,Phlegma III,600,1.0,3690,16720,3570,3000,380,1800,0
113552,130500,Eukrasian Dosis III (dot),85,1.0,3690,16720,3655,3000,380,1800,0
130153,130685,Auto,90,1.0,3780,16720,3655,3000,380,1800,0
113552,133500,Eukrasian Dosis III (dot),85,1.0,3780,16720,3740,3000,380,1800,0
133095,133765,Dosis III,380,1.0,3780,17100,3740,3000,380,1800,0
133595,134127,Auto,90,1.0,3870,17100,3740,3000,380,1800,0
135536,136206,Dosis III,380,1.0,3870,17480,3740,3000,380,1800,0
113552,136500,Eukrasian Dosis III (dot),85,1.0,3870,17480,3825,3000,380,1800,0
136395,136927,Auto,90,1.0,3960,17480,3825,3000,380,1800,0
137976,138646,Dosis III,380,1.0,3960,17860,3825,3000,380,1800,0
113552,139500,Eukrasian Dosis III (dot),85,1.0,3960,17860,3910,3000,380,1800,0
139195,139727,Auto,90,1.0,4050,17860,3910,3000,380,1800,0
140417,141087,Dosis III,380,1.0,4050,18240,3910,3000,380,1800,0
113552,142500,Eukrasian Dosis III (dot),85,1.0,4050,18240,3995,3000,380,1800,0
141995,142527,Auto,90,1.0,4140,18240,3995,3000,380,1800,0
142898,145500,Eukrasian Dosis III (dot),85,1.0,4140,18240,4080,3000,380,1800,0
145359,146029,Dosis III,380,1.0,4140,18620,4080,3000,380,1800,0
145859,146391,Auto,90,1.0,4230,18620,4080,3000,380,1800,0
147799,148469,Dosis III,380,1.0,4230,19000,4080,3000,380,1800,0
142898,148500,Eukrasian Dosis III (dot),85,1.0,4230,19000,4165,3000,380,1800,0
148659,149191,Auto,90,1.0,4320,19000,4165,3000,380,1800,0
150240,150910,Dosis III,380,1.0,4320,19380,4165,3000,380,1800,0
142898,151500,Eukrasian Dosis III (dot),85,1.0,4320,19380,4250,3000,380,1800,0
151459,151991,Auto,90,1.0,4410,19380,4250,3000,380,1800,0
152680,153350,Dosis III,380,1.0,4410,19760,4250,3000,380,1800,0
142898,154500,Eukrasian Dosis III (dot),85,1.0,4410,19760,4335,3000,380,1800,0
155120,155790,Dosis III,380,1.0,4410,20140,4335,3000,380,1800,0
155620,156152,Auto,90,1.0,4500,20140,4335,3000,380,1800,0
142898,157500,Eukrasian Dosis III (dot),85,1.0,4500,20140,4420,3000,380,1800,0
157561,158231,Dosis III,380,1.0,4500,20520,4420,3000,380,1800,0
158420,158952,Auto,90,1.0,4590,20520,4420,3000,380,1800,0
142898,160500,Eukrasian Dosis III (dot),85,1.0,4590,20520,4505,3000,380,1800,0
160001,160671,Dosis III,380,1.0,4590,20900,4505,3000,380,1800,0
161220,161752,Auto,90,1.0,4680,20900,4505,3000,380,1800,0
162442,163112,Dosis III,380,1.0,4680,21280,4505,3000,380,1800,0
142898,163500,Eukrasian Dosis III (dot),85,1.0,4680,21280,4590,3000,380,1800,0
164882,165552,Dosis III,380,1.0,4680,21660,4590,3000,380,1800,0
165382,165914,Auto,90,1.0,4770,21660,4590,3000,380,1800,0
142898,166500,Eukrasian Dosis III (dot),85,1.0,4770,21660,4675,3000,380,1800,0
167323,167993,Dosis III,380,1.0,4770,22040,4675,3000,380,1800,0
168182,168714,Auto,90,1.0,4860,22040,4675,3000,380,1800,0
142898,169500,Eukrasian Dosis III (dot),85,1.0,4860,22040,4760,3000,380,1800,0
169763,170433,Dosis III,380,1.0,4860,22420,4760,3000,380,1800,0
170982,171514,Auto,90,1.0,4950,22420,4760,3000,380,1800,0
142898,172500,Eukrasian Dosis III (dot),85,1.0,4950,22420,4845,3000,380,1800,0
174705,175375,Dosis III,380,1.0,4950,22800,4845,3000,380,1800,0
172245,175500,Eukrasian Dosis III (dot),85,1.0,4950,22800,4930,3000,380,1800,0
175205,175737,Auto,90,1.0,5040,22800,4930,3000,380,1800,0
177145,177815,Dosis III,380,1.0,5040,23180,4930,3000,380,1800,0
172245,178500,Eukrasian Dosis III (dot),85,1.0,5040,23180,5015,3000,380,1800,0
178005,178537,Auto,90,1.0,5130,23180,5015,3000,380,1800,0
179586,180256,Dosis III,380,1.0,5130,23560,5015,3000,380,1800,0
180805,181337,Auto,90,1.0,5220,23560,5015,3000,380,1800,0
172245,181500,Eukrasian Dosis III (dot),85,1.0,5220,23560,5100,3000,380,1800,0
