sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
182026,182696,Dosis III,380,1.0,5220,23940,5100,3000,380,1800,0
172245,184500,Eukrasian Dosis III (dot),85,1.0,5220,23940,5185,3000,380,1800,0
184467,185137,Dosis III,380,1.0,5220,24320,5185,3000,380,1800,0
184967,185499,Auto,90,1.0,5310,24320,5185,3000,380,1800,0
172245,187500,Eukrasian Dosis III (dot),85,1.0,5310,24320,5270,3000,380,1800,0
186907,187577,Dosis III,380,1.0,5310,24700,5270,3000,380,1800,0
187767,188299,Auto,90,1.0,5400,24700,5270,3000,380,1800,0
189348,190018,Dosis III,380,1.0,5400,25080,5270,3000,380,1800,0
172245,190500,Eukrasian Dosis III (dot),85,1.0,5400,25080,5355,3000,380,1800,0
189955,191055,Psyche,600,1.0,5400,25080,5355,3000,380,2400,0
190567,191099,Auto,90,1.0,5490,25080,5355,3000,380,2400,0
191788,192458,Dosis III,380,1.0,5490,25460,5355,3000,380,2400,0
172245,193500,Eukrasian Dosis III (dot),85,1.0,5490,25460,5440,3000,380,2400,0
194229,194899,Dosis III,380,1.0,5490,25840,5440,3000,380,2400,0
194729,195261,Auto,90,1.0,5580,25840,5440,3000,380,2400,0
172245,196500,Eukrasian Dosis III (dot),85,1.0,5580,25840,5525,3000,380,2400,0
196669,197339,Dosis III,380,1.0,5580,26220,5525,3000,380,2400,0
197529,198061,Auto,90,1.0,5670,26220,5525,3000,380,2400,0
172245,199500,Eukrasian Dosis III (dot),85,1.0,5670,26220,5610,3000,380,2400,0
199109,199779,Dosis III,380,1.0,5670,26600,5610,3000,380,2400,0
200329,200861,Auto,90,1.0,5760,26600,5610,3000,380,2400,0
201591,202500,Eukrasian Dosis III (dot),85,1.0,5760,26600,5695,3000,380,2400,0
204051,204721,Dosis III,380,1.0,5760,26980,5695,3000,380,2400,0
204551,205083,Auto,90,1.0,5850,26980,5695,3000,380,2400,0
201591,205500,Eukrasian Dosis III (dot),85,1.0,5850,26980,5780,3000,380,2400,0
205532,206202,Phlegma III,600,1.0,5850,26980,5780,3600,380,2400,0
207351,207883,Auto,90,1.0,5940,26980,5780,3600,380,2400,0
201591,208500,Eukrasian Dosis III (dot),85,1.0,5940,26980,5865,3600,380,2400,0
208932,209602,Dosis III,380,1.0,5940,27360,5865,3600,380,2400,0
210151,210683,Auto,90,1.0,6030,27360,5865,3600,380,2400,0
201591,211500,Eukrasian Dosis III (dot),85,1.0,6030,27360,5950,3600,380,2400,0
211373,212043,Dosis III,380,1.0,6030,27740,5950,3600,380,2400,0
213813,214483,Dosis III,380,1.0,6030,28120,5950,3600,380,2400,0
201591,214500,Eukrasian Dosis III (dot),85,1.0,6030,28120,6035,3600,380,2400,0
214313,214845,Auto,90,1.0,6120,28120,6035,3600,380,2400,0
216254,216924,Dosis III,380,1.0,6120,28500,6035,3600,380,2400,0
201591,217500,Eukrasian Dosis III (dot),85,1.0,6120,28500,6120,3600,380,2400,0
217113,217645,Auto,90,1.0,6210,28500,6120,3600,380,2400,0
218694,219364,Dosis III,380,1.0,6210,28880,6120,3600,380,2400,0
219913,220445,Auto,90,1.0,6300,28880,6120,3600,380,2400,0
201591,220500,Eukrasian Dosis III (dot),85,1.0,6300,28880,6205,3600,380,2400,0
221134,221804,Dosis III,380,1.0,6300,29260,6205,3600,380,2400,0
201591,223500,Eukrasian Dosis III (dot),85,1.0,6300,29260,6290,3600,380,2400,0
223575,224245,Dosis III,380,1.0,6300,29640,6290,3600,380,2400,0
224075,224607,Auto,90,1.0,6390,29640,6290,3600,380,2400,0
201591,226500,Eukrasian Dosis III (dot),85,1.0,6390,29640,6375,3600,380,2400,0
226015,226685,Dosis III,380,1.0,6390,30020,6375,3600,380,2400,0
226875,227407,Auto,90,1.0,6480,30020,6375,3600,380,2400,0
228456,229126,Dosis III,380,1.0,6480,30400,6375,3600,380,2400,0
201591,229500,Eukrasian Dosis III (dot),85,1.0,6480,30400,6460,3600,380,2400,0
229675,230207,Auto,90,1.0,6570,30400,6460,3600,380,2400,0
230937,232500,Eukrasian Dosis III (dot),85,1.0,6570,30400,6545,3600,380,2400,0
233398,234068,Dosis III,380,1.0,6570,30780,6545,3600,380,2400,0
233898,234430,Auto,90,1.0,6660,30780,6545,3600,380,2400,0
230937,235500,Eukrasian Dosis III (dot),85,1.0,6660,30780,6630,3600,380,2400,0
235838,236508,Dosis III,380,1.0,6660,31160,6630,3600,380,2400,0
236698,237230,Auto,90,1.0,6750,31160,6630,3600,380,2400,0
230937,238500,Eukrasian Dosis III (dot),85,1.0,6750,31160,6715,3600,380,2400,0
238279,238949,Dosis III,380,1.0,6750,31540,6715,3600,380,2400,0
239498,240030,Auto,90,1.0,6840,31540,6715,3600,380,2400,0
240719,241389,Dosis III,380,1.0,6840,31920,6715,3600,380,2400,0
230937,241500,Eukrasian Dosis III (dot),85,1.0,6840,31920,6800,3600,380,2400,0
243159,243829,Dosis III,380,1.0,6840,32300,6800,3600,380,2400,0
243659,244191,Auto,90,1.0,6930,32300,6800,3600,380,2400,0
230937,244500,Eukrasian Dosis III (dot),85,1.0,6930,32300,6885,3600,380,2400,0
245600,246270,Dosis III,380,1.0,6930,32680,6885,3600,380,2400,0
246459,246991,Auto,90,1.0,7020,32680,6885,3600,380,2400,0
230937,247500,Eukrasian Dosis III (dot),85,1.0,7020,32680,6970,3600,380,2400,0
248040,248710,Dosis III,380,1.0,7020,33060,6970,3600,380,2400,0
249259,249791,Auto,90,1.0,7110,33060,6970,3600,380,2400,0
249521,250191,Phlegma III,600,1.0,7110,33060,6970,4200,380,2400,0
230937,250500,Eukrasian Dosis III (dot),85,1.0,7110,33060,7055,4200,380,2400,0
250141,251241,Psyche,600,1.0,7110,33060,7055,4200,380,3000,0
252059,252591,Auto,90,1.0,7200,33060,7055,4200,380,3000,0
251961,252631,Phlegma III,600,1.0,7200,33060,7055,4800,380,3000,0
230937,253500,Eukrasian Dosis III (dot),85,1.0,7200,33060,7140,4800,380,3000,0
255362,256032,Dosis III,380,1.0,7200,33440,7140,4800,380,3000,0
255862,256394,Auto,90,1.0,7290,33440,7140,4800,380,3000,0
230937,256500,Eukrasian Dosis III (dot),85,1.0,7290,33440,7225,4800,380,3000,0
257801,258471,Dosis III,380,1.0,7290,33820,7225,4800,380,3000,0
258662,259194,Auto,90,1.0,7380,33820,7225,4800,380,3000,0
230937,259500,Eukrasian Dosis III (dot),85,1.0,7380,33820,7310,4800,380,3000,0
261462,261994,Auto,90,1.0,7470,33820,7310,4800,380,3000,0
260284,262500,Eukrasian Dosis III (dot),85,1.0,7470,33820,7395,4800,380,3000,0
262744,263414,Dosis III,380,1.0,7470,34200,7395,4800,380,3000,0
260284,265500,Eukrasian Dosis III (dot),85,1.0,7470,34200,7480,4800,380,3000,0
265184,265854,Dosis III,380,1.0,7470,34580,7480,4800,380,3000,0
265684,266216,Auto,90,1.0,7560,34580,7480,4800,380,3000,0
267625,268295,Dosis III,380,1.0,7560,34960,7480,4800,380,3000,0
260284,268500,Eukrasian Dosis III (dot),85,1.0,7560,34960,7565,4800,380,3000,0
268484,269016,Auto,90,1.0,7650,34960,7565,4800,380,3000,0
270065,270735,Dosis III,380,1.0,7650,35340,7565,4800,380,3000,0
260284,271500,Eukrasian Dosis III (dot),85,1.0,7650,35340,7650,4800,380,3000,0
271284,271816,Auto,90,1.0,7740,35340,7650,4800,380,3000,0
272506,273176,Dosis III,380,1.0,7740,35720,7650,4800,380,3000,0
260284,274500,Eukrasian Dosis III (dot),85,1.0,7740,35720,7735,4800,380,3000,0
274946,275616,Dosis III,380,1.0,7740,36100,7735,4800,380,3000,0
275446,275978,Auto,90,1.0,7830,36100,7735,4800,380,3000,0
260284,277500,Eukrasian Dosis III (dot),85,1.0,7830,36100,7820,4800,380,3000,0
277387,278057,Dosis III,380,1.0,7830,36480,7820,4800,380,3000,0
278246,278778,Auto,90,1.0,7920,36480,7820,4800,380,3000,0
279827,280497,Dosis III,380,1.0,7920,36860,7820,4800,380,3000,0
260284,280500,Eukrasian Dosis III (dot),85,1.0,7920,36860,7905,4800,380,3000,0
281046,281578,Auto,90,1.0,8010,36860,7905,4800,380,3000,0
282268,282938,Dosis III,380,1.0,8010,37240,7905,4800,380,3000,0
260284,283500,Eukrasian Dosis III (dot),85,1.0,8010,37240,7990,4800,380,3000,0
284708,285378,Dosis III,380,1.0,8010,37620,7990,4800,380,3000,0
285208,285740,Auto,90,1.0,8100,37620,7990,4800,380,3000,0
260284,286500,Eukrasian Dosis III (dot),85,1.0,8100,37620,8075,4800,380,3000,0
287148,287818,Dosis III,380,1.0,8100,38000,8075,4800,380,3000,0
288008,288540,Auto,90,1.0,8190,38000,8075,4800,380,3000,0
260284,289500,Eukrasian Dosis III (dot),85,1.0,8190,38000,8160,4800,380,3000,0
290808,291340,Auto,90,1.0,8280,38000,8160,4800,380,3000,0
289630,292500,Eukrasian Dosis III (dot),85,1.0,8280,38000,8245,4800,380,3000,0
292090,292760,Dosis III,380,1.0,8280,38380,8245,4800,380,3000,0
294531,295201,Dosis III,380,1.0,8280,38760,8245,4800,380,3000,0
289630,295500,Eukrasian Dosis III (dot),85,1.0,8280,38760,8330,4800,380,3000,0
295031,295563,Auto,90,1.0,8370,38760,8330,4800,380,3000,0
296971,297641,Dosis III,380,1.0,8370,39140,8330,4800,380,3000,0
297831,298363,Auto,90,1.0,8460,39140,8330,4800,380,3000,0
289630,298500,Eukrasian Dosis III (dot),85,1.0,8460,39140,8415,4800,380,3000,0
299412,300082,Dosis III,380,1.0,8460,39520,8415,4800,380,3000,0
300631,301163,Auto,90,1.0,8550,39520,8415,4800,380,3000,0
289630,301500,Eukrasian Dosis III (dot),85,1.0,8550,39520,8500,4800,380,3000,0
301852,302522,Dosis III,380,1.0,8550,39900,8500,4800,380,3000,0
289630,304500,Eukrasian Dosis III (dot),85,1.0,8550,39900,8585,4800,380,3000,0
304293,304963,Dosis III,380,1.0,8550,40280,8585,4800,380,3000,0
304793,305325,Auto,90,1.0,8640,40280,8585,4800,380,3000,0
306733,307403,Dosis III,380,1.0,8640,40660,8585,4800,380,3000,0
289630,307500,Eukrasian Dosis III (dot),85,1.0,8640,40660,8670,4800,380,3000,0
307593,308125,Auto,90,1.0,8730,40660,8670,4800,380,3000,0
309173,309843,Dosis III,380,1.0,8730,41040,8670,4800,380,3000,0
289630,310500,Eukrasian Dosis III (dot),85,1.0,8730,41040,8755,4800,380,3000,0
310393,310925,Auto,90,1.0,8820,41040,8755,4800,380,3000,0
311614,312284,Dosis III,380,1.0,8820,41420,8755,4800,380,3000,0
312221,313321,Psyche,600,1.0,8820,41420,8755,4800,380,3600,0
289630,313500,Eukrasian Dosis III (dot),85,1.0,8820,41420,8840,4800,380,3600,0
313193,313725,Auto,90,1.0,8910,41420,8840,4800,380,3600,0
313094,313764,Phlegma III,600,1.0,8910,41420,8840,5400,380,3600,0
289630,316500,Eukrasian Dosis III (dot),85,1.0,8910,41420,8925,5400,380,3600,0
316495,317165,Dosis III,380,1.0,8910,41800,8925,5400,380,3600,0
316995,317527,Auto,90,1.0,9000,41800,8925,5400,380,3600,0
289630,319500,Eukrasian Dosis III (dot),85,1.0,9000,41800,9010,5400,380,3600,0
319795,320327,Auto,90,1.0,9090,41800,9010,5400,380,3600,0
321437,322107,Dosis III,380,1.0,9090,42180,9010,5400,380,3600,0
318976,322500,Eukrasian Dosis III (dot),85,1.0,9090,42180,9095,5400,380,3600,0
322595,323127,Auto,90,1.0,9180,42180,9095,5400,380,3600,0
323877,324547,Dosis III,380,1.0,9180,42560,9095,5400,380,3600,0
318976,325500,Eukrasian Dosis III (dot),85,1.0,9180,42560,9180,5400,380,3600,0
326318,326988,Dosis III,380,1.0,9180,42940,9180,5400,380,3600,0
326818,327350,Auto,90,1.0,9270,42940,9180,5400,380,3600,0
318976,328500,Eukrasian Dosis III (dot),85,1.0,9270,42940,9265,5400,380,3600,0
328758,329428,Dosis III,380,1.0,9270,43320,9265,5400,380,3600,0
329618,330150,Auto,90,1.0,9360,43320,9265,5400,380,3600,0
318976,331500,Eukrasian Dosis III (dot),85,1.0,9360,43320,9350,5400,380,3600,0
331198,331868,Dosis III,380,1.0,9360,43700,9350,5400,380,3600,0
332418,332950,Auto,90,1.0,9450,43700,9350,5400,380,3600,0
333639,334309,Dosis III,380,1.0,9450,44080,9350,5400,380,3600,0
318976,334500,Eukrasian Dosis III (dot),85,1.0,9450,44080,9435,5400,380,3600,0
336079,336749,Dosis III,380,1.0,9450,44460,9435,5400,380,3600,0
336579,337111,Auto,90,1.0,9540,44460,9435,5400,380,3600,0
318976,337500,Eukrasian Dosis III (dot),85,1.0,9540,44460,9520,5400,380,3600,0
338520,339190,Dosis III,380,1.0,9540,44840,9520,5400,380,3600,0
339379,339911,Auto,90,1.0,9630,44840,9520,5400,380,3600,0
318976,340500,Eukrasian Dosis III (dot),85,1.0,9630,44840,9605,5400,380,3600,0
340960,341630,Dosis III,380,1.0,9630,45220,9605,5400,380,3600,0
342179,342711,Auto,90,1.0,9720,45220,9605,5400,380,3600,0
