sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,39989.088,244.365,31335.92,243.78,184300,23633551,183859
Fell Cleave,71,86526.211,54.601,8145.533,108.478,41180,6143361,81814
Inner Chaos,22,132981.773,19.252,3879.076,24.273,14520,2925599,18307
Auto,225,9852.262,26.85,2939.219,52.403,20250,2216759,39522
Primal Ruination,13,152859.077,13.445,2634.802,21.496,10140,1987168,16212
Maim,61,31258.738,27.499,2528.219,84.865,20740,1906783,64005
Storm's Path,40,45545.0,26.518,2415.54,99.548,20000,1821800,75079
Primal Rend,13,137180.462,12.066,2364.553,19.292,9100,1783346,14550
Heavy Swing,61,21860.721,19.411,1768.104,59.08,14640,1333504,44558
Upheaval,24,42977.958,13.365,1367.636,75.505,10080,1031471,56946
Primal Wrath,13,79087.077,12.066,1363.209,103.337,9100,1028132,77937
Storm's Eye,21,45878.619,13.922,1277.448,72.975,10500,963451,55038
Onslaught,27,18228.778,5.37,652.582,34.407,4050,492177,25950
