sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
23870,58500,Stormbite (dot),5351.0,73328,69690,389340,18696,64542,155507,237960,21391,280447,149770,360740,136931,203029,85584,12331,88892
23870,58500,Caustic Bite (dot),4281.0,73328,69690,389340,18696,68823,155507,237960,21391,280447,149770,360740,136931,203029,85584,12331,88892
57760,58518,Shot,8399.0,73328,69690,389340,18696,68823,155507,237960,21391,280447,149770,360740,136931,211428,85584,12331,88892
58731,60201,Burst Shot,20162.0,73328,69690,409502,18696,68823,155507,237960,21391,280447,149770,360740,136931,211428,85584,12331,88892
58731,60201,Refulgent Arrow,9218.0,73328,69690,409502,18696,68823,155507,237960,21391,280447,149770,369958,136931,211428,85584,12331,88892
59351,61001,Heartbreak Shot,19865.0,73328,69690,409502,18696,68823,155507,257825,21391,280447,149770,369958,136931,211428,85584,12331,88892
23870,61500,Stormbite (dot),5351.0,73328,69690,409502,18696,68823,155507,257825,21391,280447,149770,369958,136931,211428,85584,12331,94243
23870,61500,Caustic Bite (dot),4281.0,73328,69690,409502,18696,73104,155507,257825,21391,280447,149770,369958,136931,211428,85584,12331,94243
60800,61558,Shot,8399.0,73328,69690,409502,18696,73104,155507,257825,21391,280447,149770,369958,136931,219827,85584,12331,94243
61221,62691,Refulgent Arrow,9155.0,73328,69690,409502,18696,73104,155507,257825,21391,280447,149770,379113,136931,219827,85584,12331,94243
61221,62691,Burst Shot,20211.0,73328,69690,429713,18696,73104,155507,257825,21391,280447,149770,379113,136931,219827,85584,12331,94243
62020,63050,Empyreal Arrow,32390.0,73328,69690,429713,18696,73104,187897,257825,21391,280447,149770,379113,136931,219827,85584,12331,94243
62640,64290,Heartbreak Shot,20122.0,73328,69690,429713,18696,73104,187897,277947,21391,280447,149770,379113,136931,219827,85584,12331,94243
23870,64500,Caustic Bite (dot),4281.0,73328,69690,429713,18696,77385,187897,277947,21391,280447,149770,379113,136931,219827,85584,12331,94243
23870,64500,Stormbite (dot),5351.0,73328,69690,429713,18696,77385,187897,277947,21391,280447,149770,379113,136931,219827,85584,12331,99594
63840,64598,Shot,8399.0,73328,69690,429713,18696,77385,187897,277947,21391,280447,149770,379113,136931,228226,85584,12331,99594
63711,65181,Refulgent Arrow,9023.0,73328,69690,429713,18696,77385,187897,277947,21391,280447,149770,388136,136931,228226,85584,12331,99594
63711,65181,Burst Shot,20315.0,73328,69690,450028,18696,77385,187897,277947,21391,280447,149770,388136,136931,228226,85584,12331,99594
64331,65981,Heartbreak Shot,8548.0,73328,69690,450028,18696,77385,187897,286495,21391,280447,149770,388136,136931,228226,85584,12331,99594
23870,67500,Stormbite (dot),5351.0,73328,69690,450028,18696,77385,187897,286495,21391,280447,149770,388136,136931,228226,85584,12331,104945
23870,67500,Caustic Bite (dot),4281.0,73328,69690,450028,18696,81666,187897,286495,21391,280447,149770,388136,136931,228226,85584,12331,104945
66880,67638,Shot,8399.0,73328,69690,450028,18696,81666,187897,286495,21391,280447,149770,388136,136931,236625,85584,12331,104945
