#use_strict_skill_naming = False
#stats = {"job_class":"SAM","det_stat":2426,"crit_stat":3605,"dh_stat":1793,"tenacity":420,"speed_stat":689,"version":"7.4","level":100,"wd":158,"main_stat":6823}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
-14,Meikyo Shisui,,,,,
-0.6500000000000021,Gekko,,,"Boss0",,
0.10999999999999588,Ikishoten,,,,,
0.7299999999999933,Grade 4 Gemdraught,,,,,
1.8204704704704646,Kasha,,,"Boss0",,
4.290940940940935,Yukikaze,,,"Boss0",,
6.431081081081079,Tendo Setsugekka,,,"Boss0",,
7.831481481481479,Hissatsu: Senei,,,"Boss0",,
8.571221221221219,Tendo Kaeshi Setsugekka,,,"Boss0",,
9.19122122122122,Meikyo Shisui,,,,,
9.811221221221217,Zanshin,,,"Boss0",,
10.711361361361359,Gekko,,,"Boss0",,
12.851501501501502,Higanbana,,,"Boss0",,
14.991641641641642,Ogi Namikiri,,,"Boss0",,
16.392042042042043,Shoha,,,"Boss0",,
17.131781781781783,Kaeshi: Namikiri,,,"Boss0",,
19.27192192192193,Gekko,,,"Boss0",,
19.891921921921927,Hissatsu: Shinten,,,"Boss0",,
21.412062062062063,Kasha,,,"Boss0",,
22.03206206206206,Hissatsu: Gyoten,,,"Boss0",,
23.552202202202196,Gyofu,,,"Boss0",,
25.692342342342336,Yukikaze,,,"Boss0",,
26.312342342342333,Hissatsu: Shinten,,,"Boss0",,
27.83248248248247,Tendo Setsugekka,,,"Boss0",,
29.97262262262261,Tendo Kaeshi Setsugekka,,,"Boss0",,
32.11276276276274,Gyofu,,,"Boss0",,
34.252902902902875,Yukikaze,,,"Boss0",,
36.393043043043015,Gyofu,,,"Boss0",,
38.53318318318315,Jinpu,,,"Boss0",,
40.67332332332328,Gekko,,,"Boss0",,
42.813463463463414,Gyofu,,,"Boss0",,
44.95360360360355,Shifu,,,"Boss0",,
47.09374374374368,Kasha,,,"Boss0",,
49.233883883883806,Midare Setsugekka,,,"Boss0",,
51.37402402402394,Gyofu,,,"Boss0",,
53.514164164164086,Yukikaze,,,"Boss0",,
55.65430430430423,Gyofu,,,"Boss0",,
57.794444444444395,Jinpu,,,"Boss0",,
58.4144444444444,Hissatsu: Shinten,,,"Boss0",,
59.93458458458454,Gekko,,,"Boss0",,
62.07472472472469,Gyofu,,,"Boss0",,
64.21486486486482,Shifu,,,"Boss0",,
66.35500500500495,Kasha,,,"Boss0",,
66.97500500500496,Meikyo Shisui,,,,,
68.4951451451451,Kaeshi: Setsugekka,,,"Boss0",,
69.1151451451451,Hissatsu: Senei,,,"Boss0",,
69.73514514514511,Hissatsu: Shinten,,,"Boss0",,
70.63528528528525,Tendo Setsugekka,,,"Boss0",,
72.03568568568565,Hissatsu: Shinten,,,"Boss0",,
72.77542542542538,Tendo Kaeshi Setsugekka,,,"Boss0",,
73.39542542542537,Shoha,,,"Boss0",,
74.91556556556553,Gekko,,,"Boss0",,
75.53556556556552,Hissatsu: Shinten,,,"Boss0",,
77.05570570570566,Higanbana,,,"Boss0",,
79.19584584584581,Gekko,,,"Boss0",,
81.33598598598596,Kasha,,,"Boss0",,
81.95598598598595,Hissatsu: Shinten,,,"Boss0",,
83.4761261261261,Gyofu,,,"Boss0",,
85.61626626626625,Yukikaze,,,"Boss0",,
87.75640640640641,Midare Setsugekka,,,"Boss0",,
89.89654654654656,Gyofu,,,"Boss0",,
92.0366866866867,Yukikaze,,,"Boss0",,
94.17682682682684,Gyofu,,,"Boss0",,
96.31696696696697,Jinpu,,,"Boss0",,
98.45710710710712,Gekko,,,"Boss0",,
100.59724724724727,Gyofu,,,"Boss0",,
102.7373873873874,Shifu,,,"Boss0",,
104.87752752752755,Kasha,,,"Boss0",,
107.01766766766768,Kaeshi: Setsugekka,,,"Boss0",,
109.1578078078078,Midare Setsugekka,,,"Boss0",,
111.29794794794795,Gyofu,,,"Boss0",,
113.43808808808811,Yukikaze,,,"Boss0",,
114.05808808808811,Hissatsu: Shinten,,,"Boss0",,
115.57822822822823,Gyofu,,,"Boss0",,
117.71836836836835,Jinpu,,,"Boss0",,
119.85850850850849,Gekko,,,"Boss0",,
120.4785085085085,Hissatsu: Shinten,,,"Boss0",,
121.99864864864861,Gyofu,,,"Boss0",,
124.13878878878873,Shifu,,,"Boss0",,
126.27892892892885,Kasha,,,"Boss0",,
126.89892892892885,Meikyo Shisui,,,,,
128.419069069069,Kaeshi: Setsugekka,,,"Boss0",,
129.039069069069,Shoha,,,"Boss0",,
129.65906906906898,Hissatsu: Shinten,,,"Boss0",,
