sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,53462.0,21,53462,0,0,49391,0,0
3901,4433,Auto,21.0,42,53462,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),12172.0,42,53462,12172,0,49391,0,0
5841,6511,Dosis III,55065.0,42,108527,12172,0,49391,0,0
6701,7233,Auto,22.0,64,108527,12172,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),12172.0,64,108527,24344,0,49391,0,0
7322,7992,Phlegma III,91576.0,64,108527,24344,91576,49391,0,0
7942,9042,Psyche,91576.0,64,108527,24344,91576,49391,91576,0
9501,10033,Auto,22.0,86,108527,24344,91576,49391,91576,0
9762,10432,Phlegma III,91576.0,86,108527,24344,183152,49391,91576,0
940,10500,Eukrasian Dosis III (dot),12172.0,86,108527,36516,183152,49391,91576,0
940,13500,Eukrasian Dosis III (dot),12172.0,86,108527,48688,183152,49391,91576,0
13163,13833,Dosis III,57967.0,86,166494,48688,183152,49391,91576,0
13663,14195,Auto,22.0,108,166494,48688,183152,49391,91576,0
15603,16273,Dosis III,57967.0,108,224461,48688,183152,49391,91576,0
940,16500,Eukrasian Dosis III (dot),12172.0,108,224461,60860,183152,49391,91576,0
16463,16995,Auto,22.0,130,224461,60860,183152,49391,91576,0
18044,18714,Dosis III,57967.0,130,282428,60860,183152,49391,91576,0
940,19500,Eukrasian Dosis III (dot),12172.0,130,282428,73032,183152,49391,91576,0
19263,19795,Auto,22.0,152,282428,73032,183152,49391,91576,0
20484,21154,Dosis III,57967.0,152,340395,73032,183152,49391,91576,0
940,22500,Eukrasian Dosis III (dot),12172.0,152,340395,85204,183152,49391,91576,0
22924,23594,Dosis III,57967.0,152,398362,85204,183152,49391,91576,0
23424,23956,Auto,22.0,174,398362,85204,183152,49391,91576,0
940,25500,Eukrasian Dosis III (dot),12172.0,174,398362,97376,183152,49391,91576,0
26224,26756,Auto,22.0,196,398362,97376,183152,49391,91576,0
25406,28500,Eukrasian Dosis III (dot),12813.0,196,398362,110189,183152,49391,91576,0
27866,28536,Dosis III,53462.0,196,451824,110189,183152,49391,91576,0
29024,29556,Auto,21.0,217,451824,110189,183152,49391,91576,0
30307,30977,Dosis III,53462.0,217,505286,110189,183152,49391,91576,0
25406,31500,Eukrasian Dosis III (dot),12813.0,217,505286,123002,183152,49391,91576,0
32747,33417,Dosis III,49391.0,217,554677,123002,183152,49391,91576,0
33247,33779,Auto,21.0,238,554677,123002,183152,49391,91576,0
25406,34500,Eukrasian Dosis III (dot),12813.0,238,554677,135815,183152,49391,91576,0
35188,35858,Dosis III,49391.0,238,604068,135815,183152,49391,91576,0
36047,36579,Auto,21.0,259,604068,135815,183152,49391,91576,0
25406,37500,Eukrasian Dosis III (dot),12813.0,259,604068,148628,183152,49391,91576,0
37628,38298,Dosis III,49391.0,259,653459,148628,183152,49391,91576,0
38847,39379,Auto,21.0,280,653459,148628,183152,49391,91576,0
25406,40500,Eukrasian Dosis III (dot),12813.0,280,653459,161441,183152,49391,91576,0
40069,40739,Dosis III,49391.0,280,702850,161441,183152,49391,91576,0
42509,43179,Dosis III,49391.0,280,752241,161441,183152,49391,91576,0
25406,43500,Eukrasian Dosis III (dot),12813.0,280,752241,174254,183152,49391,91576,0
43009,43541,Auto,21.0,301,752241,174254,183152,49391,91576,0
44949,45619,Dosis III,49391.0,301,801632,174254,183152,49391,91576,0
45809,46341,Auto,21.0,322,801632,174254,183152,49391,91576,0
25406,46500,Eukrasian Dosis III (dot),12813.0,322,801632,187067,183152,49391,91576,0
47390,48060,Dosis III,49391.0,322,851023,187067,183152,49391,91576,0
48609,49141,Auto,21.0,343,851023,187067,183152,49391,91576,0
25406,49500,Eukrasian Dosis III (dot),12813.0,343,851023,199880,183152,49391,91576,0
49830,50500,Dosis III,49391.0,343,900414,199880,183152,49391,91576,0
25406,52500,Eukrasian Dosis III (dot),12813.0,343,900414,212693,183152,49391,91576,0
52271,52941,Dosis III,49391.0,343,949805,212693,183152,49391,91576,0
52771,53303,Auto,21.0,364,949805,212693,183152,49391,91576,0
