sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Chaotic Spring,Chaotic Spring (dot),Dragonfire Dive,Drakesbane,Fang and Claw,Geirskogul,Heavens' Thrust,High Jump,Lance Barrage,Mirage Dive,Nastrond,Piercing Talon,Raiden Thrust,Rise of the Dragon,Spiral Blow,Starcross,Stardiver,True Thrust,Wheeling Thrust,Wyrmwind Thrust
27501,28121,Raiden Thrust,320,1.0,900,340,270,500,920,340,280,460,400,340,380,720,350,640,550,300,700,840,230,340,0
7500,28500,Chaotic Spring (dot),45,1.0,900,340,315,500,920,340,280,460,400,340,380,720,350,640,550,300,700,840,230,340,0
28760,29292,Auto,90,1.0,990,340,315,500,920,340,280,460,400,340,380,720,350,640,550,300,700,840,230,340,0
28121,29321,Wyrmwind Thrust,440,1.0,990,340,315,500,920,340,280,460,400,340,380,720,350,640,550,300,700,840,230,340,440
30001,31381,Spiral Blow,300,1.0,990,340,315,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,340,440
7500,31500,Chaotic Spring (dot),45,1.0,990,340,360,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,340,440
31560,32092,Auto,90,1.0,1080,340,360,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,340,440
32500,32950,Chaotic Spring,340,1.0,1080,680,360,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,340,440
32500,34500,Chaotic Spring (dot),45,1.0,1080,680,405,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,340,440
34360,34892,Auto,90,1.0,1170,680,405,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,340,440
35001,35621,Wheeling Thrust,340,1.0,1170,680,405,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,680,440
32500,37500,Chaotic Spring (dot),45,1.0,1170,680,450,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,680,440
37160,37692,Auto,90,1.0,1260,680,450,500,920,340,280,460,400,340,380,720,350,640,550,600,700,840,230,680,440
37501,38121,Drakesbane,460,1.0,1260,680,450,500,1380,340,280,460,400,340,380,720,350,640,550,600,700,840,230,680,440
38121,38611,High Jump,400,1.0,1260,680,450,500,1380,340,280,460,800,340,380,720,350,640,550,600,700,840,230,680,440
38921,39721,Mirage Dive,380,1.0,1260,680,450,500,1380,340,280,460,800,340,760,720,350,640,550,600,700,840,230,680,440
39960,40492,Auto,90,1.0,1350,680,450,500,1380,340,280,460,800,340,760,720,350,640,550,600,700,840,230,680,440
32500,40500,Chaotic Spring (dot),45,1.0,1350,680,495,500,1380,340,280,460,800,340,760,720,350,640,550,600,700,840,230,680,440
40001,40621,Raiden Thrust,320,1.0,1350,680,495,500,1380,340,280,460,800,340,760,720,350,960,550,600,700,840,230,680,440
42760,43292,Auto,90,1.0,1440,680,495,500,1380,340,280,460,800,340,760,720,350,960,550,600,700,840,230,680,440
42501,43441,Lance Barrage,340,1.0,1440,680,495,500,1380,340,280,460,800,680,760,720,350,960,550,600,700,840,230,680,440
32500,43500,Chaotic Spring (dot),45,1.0,1440,680,540,500,1380,340,280,460,800,680,760,720,350,960,550,600,700,840,230,680,440
45001,45711,Heavens' Thrust,460,1.0,1440,680,540,500,1380,340,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
45560,46092,Auto,90,1.0,1530,680,540,500,1380,340,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
32500,46500,Chaotic Spring (dot),45,1.0,1530,680,585,500,1380,340,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
47501,48121,Fang and Claw,340,1.0,1530,680,585,500,1380,680,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
48360,48892,Auto,90,1.0,1620,680,585,500,1380,680,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
32500,49500,Chaotic Spring (dot),45,1.0,1620,680,630,500,1380,680,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
50001,50621,Drakesbane,460,1.0,1620,680,630,500,1840,680,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
51160,51692,Auto,90,1.0,1710,680,630,500,1840,680,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
32500,52500,Chaotic Spring (dot),45,1.0,1710,680,675,500,1840,680,280,920,800,680,760,720,350,960,550,600,700,840,230,680,440
52501,53121,Raiden Thrust,320,1.0,1710,680,675,500,1840,680,280,920,800,680,760,720,350,1280,550,600,700,840,230,680,440
53960,54492,Auto,90,1.0,1800,680,675,500,1840,680,280,920,800,680,760,720,350,1280,550,600,700,840,230,680,440
32500,55500,Chaotic Spring (dot),45,1.0,1800,680,720,500,1840,680,280,920,800,680,760,720,350,1280,550,600,700,840,230,680,440
55001,56381,Spiral Blow,300,1.0,1800,680,720,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,680,440
56760,57292,Auto,90,1.0,1890,680,720,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,680,440
57501,57951,Chaotic Spring,340,1.0,1890,1020,720,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,680,440
57501,58500,Chaotic Spring (dot),45,1.0,1890,1020,765,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,680,440
59560,60092,Auto,90,1.0,1980,1020,765,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,680,440
60001,60621,Wheeling Thrust,340,1.0,1980,1020,765,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,1020,440
57501,61500,Chaotic Spring (dot),45,1.0,1980,1020,810,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,1020,440
62360,62892,Auto,90,1.0,2070,1020,810,500,1840,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,1020,440
62501,63121,Drakesbane,460,1.0,2070,1020,810,500,2300,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,1020,440
63121,64321,Wyrmwind Thrust,440,1.0,2070,1020,810,500,2300,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,1020,880
57501,64500,Chaotic Spring (dot),45,1.0,2070,1020,855,500,2300,680,280,920,800,680,760,720,350,1280,550,900,700,840,230,1020,880
65001,65621,Raiden Thrust,320,1.0,2070,1020,855,500,2300,680,280,920,800,680,760,720,350,1600,550,900,700,840,230,1020,880
65160,65692,Auto,90,1.0,2160,1020,855,500,2300,680,280,920,800,680,760,720,350,1600,550,900,700,840,230,1020,880
57501,67500,Chaotic Spring (dot),45,1.0,2160,1020,900,500,2300,680,280,920,800,680,760,720,350,1600,550,900,700,840,230,1020,880
66860,67530,Geirskogul,280,1.0,2160,1020,900,500,2300,680,560,920,800,680,760,720,350,1600,550,900,700,840,230,1020,880
67501,68441,Lance Barrage,340,1.0,2160,1020,900,500,2300,680,560,920,800,1020,760,720,350,1600,550,900,700,840,230,1020,880
67960,68492,Auto,90,1.0,2250,1020,900,500,2300,680,560,920,800,1020,760,720,350,1600,550,900,700,840,230,1020,880
68121,68611,High Jump,400,1.0,2250,1020,900,500,2300,680,560,920,1200,1020,760,720,350,1600,550,900,700,840,230,1020,880
57501,70500,Chaotic Spring (dot),45,1.0,2250,1020,945,500,2300,680,560,920,1200,1020,760,720,350,1600,550,900,700,840,230,1020,880
70001,70711,Heavens' Thrust,460,1.0,2250,1020,945,500,2300,680,560,1380,1200,1020,760,720,350,1600,550,900,700,840,230,1020,880
70760,71292,Auto,90,1.0,2340,1020,945,500,2300,680,560,1380,1200,1020,760,720,350,1600,550,900,700,840,230,1020,880
70621,71421,Mirage Dive,380,1.0,2340,1020,945,500,2300,680,560,1380,1200,1020,1140,720,350,1600,550,900,700,840,230,1020,880
72501,73121,Fang and Claw,340,1.0,2340,1020,945,500,2300,1020,560,1380,1200,1020,1140,720,350,1600,550,900,700,840,230,1020,880
57501,73500,Chaotic Spring (dot),45,1.0,2340,1020,990,500,2300,1020,560,1380,1200,1020,1140,720,350,1600,550,900,700,840,230,1020,880
73560,74092,Auto,90,1.0,2430,1020,990,500,2300,1020,560,1380,1200,1020,1140,720,350,1600,550,900,700,840,230,1020,880
73741,74501,Nastrond,720,1.0,2430,1020,990,500,2300,1020,560,1380,1200,1020,1140,1440,350,1600,550,900,700,840,230,1020,880
75002,75622,Drakesbane,460,1.0,2430,1020,990,500,2760,1020,560,1380,1200,1020,1140,1440,350,1600,550,900,700,840,230,1020,880
57501,76500,Chaotic Spring (dot),45,1.0,2430,1020,1035,500,2760,1020,560,1380,1200,1020,1140,1440,350,1600,550,900,700,840,230,1020,880
76360,76892,Auto,90,1.0,2520,1020,1035,500,2760,1020,560,1380,1200,1020,1140,1440,350,1600,550,900,700,840,230,1020,880
75622,76912,Stardiver,840,1.0,2520,1020,1035,500,2760,1020,560,1380,1200,1020,1140,1440,350,1600,550,900,700,1680,230,1020,880
77502,78122,Raiden Thrust,320,1.0,2520,1020,1035,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,900,700,1680,230,1020,880
78122,79322,Wyrmwind Thrust,440,1.0,2520,1020,1035,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,900,700,1680,230,1020,1320
57501,79500,Chaotic Spring (dot),45,1.0,2520,1020,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,900,700,1680,230,1020,1320
79160,79692,Auto,90,1.0,2610,1020,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,900,700,1680,230,1020,1320
80002,81382,Spiral Blow,300,1.0,2610,1020,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,700,1680,230,1020,1320
81960,82492,Auto,90,1.0,2700,1020,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,700,1680,230,1020,1320
82502,82952,Chaotic Spring,340,1.0,2700,1360,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,700,1680,230,1020,1320
83122,84102,Starcross,700,1.0,2700,1360,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1020,1320
84760,85292,Auto,90,1.0,2790,1360,1080,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1020,1320
82502,85500,Chaotic Spring (dot),45,1.0,2790,1360,1125,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1020,1320
85002,85622,Wheeling Thrust,340,1.0,2790,1360,1125,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1360,1320
87560,88092,Auto,90,1.0,2880,1360,1125,500,2760,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1360,1320
87502,88122,Drakesbane,460,1.0,2880,1360,1125,500,3220,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1360,1320
82502,88500,Chaotic Spring (dot),45,1.0,2880,1360,1170,500,3220,1020,560,1380,1200,1020,1140,1440,350,1920,550,1200,1400,1680,230,1360,1320
90002,90622,Raiden Thrust,320,1.0,2880,1360,1170,500,3220,1020,560,1380,1200,1020,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
90360,90892,Auto,90,1.0,2970,1360,1170,500,3220,1020,560,1380,1200,1020,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
82502,91500,Chaotic Spring (dot),45,1.0,2970,1360,1215,500,3220,1020,560,1380,1200,1020,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
92502,93442,Lance Barrage,340,1.0,2970,1360,1215,500,3220,1020,560,1380,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
93160,93692,Auto,90,1.0,3060,1360,1215,500,3220,1020,560,1380,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
82502,94500,Chaotic Spring (dot),45,1.0,3060,1360,1260,500,3220,1020,560,1380,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
95002,95712,Heavens' Thrust,460,1.0,3060,1360,1260,500,3220,1020,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
95960,96492,Auto,90,1.0,3150,1360,1260,500,3220,1020,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
82502,97500,Chaotic Spring (dot),45,1.0,3150,1360,1305,500,3220,1020,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
97502,98122,Fang and Claw,340,1.0,3150,1360,1305,500,3220,1360,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
98760,99292,Auto,90,1.0,3240,1360,1305,500,3220,1360,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
82502,100500,Chaotic Spring (dot),45,1.0,3240,1360,1350,500,3220,1360,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
100002,100622,Drakesbane,460,1.0,3240,1360,1350,500,3680,1360,560,1840,1200,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
100622,101112,High Jump,400,1.0,3240,1360,1350,500,3680,1360,560,1840,1600,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
101560,102092,Auto,90,1.0,3330,1360,1350,500,3680,1360,560,1840,1600,1360,1140,1440,350,2240,550,1200,1400,1680,230,1360,1320
101422,102222,Mirage Dive,380,1.0,3330,1360,1350,500,3680,1360,560,1840,1600,1360,1520,1440,350,2240,550,1200,1400,1680,230,1360,1320
102502,103122,Raiden Thrust,320,1.0,3330,1360,1350,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1200,1400,1680,230,1360,1320
82502,103500,Chaotic Spring (dot),45,1.0,3330,1360,1395,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1200,1400,1680,230,1360,1320
103122,104322,Wyrmwind Thrust,440,1.0,3330,1360,1395,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1200,1400,1680,230,1360,1760
104360,104892,Auto,90,1.0,3420,1360,1395,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1200,1400,1680,230,1360,1760
105002,106382,Spiral Blow,300,1.0,3420,1360,1395,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1360,1760
82502,106500,Chaotic Spring (dot),45,1.0,3420,1360,1440,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1360,1760
107160,107692,Auto,90,1.0,3510,1360,1440,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1360,1760
107502,107952,Chaotic Spring,340,1.0,3510,1700,1440,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1360,1760
107502,109500,Chaotic Spring (dot),45,1.0,3510,1700,1485,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1360,1760
109960,110492,Auto,90,1.0,3600,1700,1485,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1360,1760
110002,110622,Wheeling Thrust,340,1.0,3600,1700,1485,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1700,1760
107502,112500,Chaotic Spring (dot),45,1.0,3600,1700,1530,500,3680,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1700,1760
112502,113122,Drakesbane,460,1.0,3600,1700,1530,500,4140,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1700,1760
112760,113292,Auto,90,1.0,3690,1700,1530,500,4140,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1700,1760
107502,115500,Chaotic Spring (dot),45,1.0,3690,1700,1575,500,4140,1360,560,1840,1600,1360,1520,1440,350,2560,550,1500,1400,1680,230,1700,1760
115002,115622,Raiden Thrust,320,1.0,3690,1700,1575,500,4140,1360,560,1840,1600,1360,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
115560,116092,Auto,90,1.0,3780,1700,1575,500,4140,1360,560,1840,1600,1360,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
117502,118442,Lance Barrage,340,1.0,3780,1700,1575,500,4140,1360,560,1840,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
107502,118500,Chaotic Spring (dot),45,1.0,3780,1700,1620,500,4140,1360,560,1840,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
118360,118892,Auto,90,1.0,3870,1700,1620,500,4140,1360,560,1840,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
120002,120712,Heavens' Thrust,460,1.0,3870,1700,1620,500,4140,1360,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
107502,121500,Chaotic Spring (dot),45,1.0,3870,1700,1665,500,4140,1360,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
121160,121692,Auto,90,1.0,3960,1700,1665,500,4140,1360,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
122502,123122,Fang and Claw,340,1.0,3960,1700,1665,500,4140,1700,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
123960,124492,Auto,90,1.0,4050,1700,1665,500,4140,1700,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
107502,124500,Chaotic Spring (dot),45,1.0,4050,1700,1710,500,4140,1700,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
125003,125623,Drakesbane,460,1.0,4050,1700,1710,500,4600,1700,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
126760,127292,Auto,90,1.0,4140,1700,1710,500,4600,1700,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
107502,127500,Chaotic Spring (dot),45,1.0,4140,1700,1755,500,4600,1700,560,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
126863,127533,Geirskogul,280,1.0,4140,1700,1755,500,4600,1700,840,2300,1600,1700,1520,1440,350,2880,550,1500,1400,1680,230,1700,1760
127503,128123,Raiden Thrust,320,1.0,4140,1700,1755,500,4600,1700,840,2300,1600,1700,1520,1440,350,3200,550,1500,1400,1680,230,1700,1760
128122,129322,Wyrmwind Thrust,440,1.0,4140,1700,1755,500,4600,1700,840,2300,1600,1700,1520,1440,350,3200,550,1500,1400,1680,230,1700,2200
128743,129503,Nastrond,720,1.0,4140,1700,1755,500,4600,1700,840,2300,1600,1700,1520,2160,350,3200,550,1500,1400,1680,230,1700,2200
129560,130092,Auto,90,1.0,4230,1700,1755,500,4600,1700,840,2300,1600,1700,1520,2160,350,3200,550,1500,1400,1680,230,1700,2200
107502,130500,Chaotic Spring (dot),45,1.0,4230,1700,1800,500,4600,1700,840,2300,1600,1700,1520,2160,350,3200,550,1500,1400,1680,230,1700,2200
130622,131112,High Jump,400,1.0,4230,1700,1800,500,4600,1700,840,2300,2000,1700,1520,2160,350,3200,550,1500,1400,1680,230,1700,2200
130002,131382,Spiral Blow,300,1.0,4230,1700,1800,500,4600,1700,840,2300,2000,1700,1520,2160,350,3200,550,1800,1400,1680,230,1700,2200
131423,132223,Dragonfire Dive,500,1.0,4230,1700,1800,1000,4600,1700,840,2300,2000,1700,1520,2160,350,3200,550,1800,1400,1680,230,1700,2200
132360,132892,Auto,90,1.0,4320,1700,1800,1000,4600,1700,840,2300,2000,1700,1520,2160,350,3200,550,1800,1400,1680,230,1700,2200
132503,132953,Chaotic Spring,340,1.0,4320,2040,1800,1000,4600,1700,840,2300,2000,1700,1520,2160,350,3200,550,1800,1400,1680,230,1700,2200
132503,133500,Chaotic Spring (dot),45,1.0,4320,2040,1845,1000,4600,1700,840,2300,2000,1700,1520,2160,350,3200,550,1800,1400,1680,230,1700,2200
133123,134283,Rise of the Dragon,550,1.0,4320,2040,1845,1000,4600,1700,840,2300,2000,1700,1520,2160,350,3200,1100,1800,1400,1680,230,1700,2200
133743,134543,Mirage Dive,380,1.0,4320,2040,1845,1000,4600,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,1680,230,1700,2200
135003,135623,Wheeling Thrust,340,1.0,4320,2040,1845,1000,4600,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,1680,230,2040,2200
135160,135692,Auto,90,1.0,4410,2040,1845,1000,4600,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,1680,230,2040,2200
132503,136500,Chaotic Spring (dot),45,1.0,4410,2040,1890,1000,4600,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,1680,230,2040,2200
137503,138123,Drakesbane,460,1.0,4410,2040,1890,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,1680,230,2040,2200
137960,138492,Auto,90,1.0,4500,2040,1890,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,1680,230,2040,2200
138123,139413,Stardiver,840,1.0,4500,2040,1890,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,2520,230,2040,2200
132503,139500,Chaotic Spring (dot),45,1.0,4500,2040,1935,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3200,1100,1800,1400,2520,230,2040,2200
140003,140623,Raiden Thrust,320,1.0,4500,2040,1935,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3520,1100,1800,1400,2520,230,2040,2200
140760,141292,Auto,90,1.0,4590,2040,1935,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3520,1100,1800,1400,2520,230,2040,2200
132503,142500,Chaotic Spring (dot),45,1.0,4590,2040,1980,1000,5060,1700,840,2300,2000,1700,1900,2160,350,3520,1100,1800,1400,2520,230,2040,2200
142503,143443,Lance Barrage,340,1.0,4590,2040,1980,1000,5060,1700,840,2300,2000,2040,1900,2160,350,3520,1100,1800,1400,2520,230,2040,2200
143560,144092,Auto,90,1.0,4680,2040,1980,1000,5060,1700,840,2300,2000,2040,1900,2160,350,3520,1100,1800,1400,2520,230,2040,2200
143743,144723,Starcross,700,1.0,4680,2040,1980,1000,5060,1700,840,2300,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
132503,145500,Chaotic Spring (dot),45,1.0,4680,2040,2025,1000,5060,1700,840,2300,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
145003,145713,Heavens' Thrust,460,1.0,4680,2040,2025,1000,5060,1700,840,2760,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
146360,146892,Auto,90,1.0,4770,2040,2025,1000,5060,1700,840,2760,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
147503,148123,Fang and Claw,340,1.0,4770,2040,2025,1000,5060,2040,840,2760,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
132503,148500,Chaotic Spring (dot),45,1.0,4770,2040,2070,1000,5060,2040,840,2760,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
149160,149692,Auto,90,1.0,4860,2040,2070,1000,5060,2040,840,2760,2000,2040,1900,2160,350,3520,1100,1800,2100,2520,230,2040,2200
