sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,945,33911.767,290.019,42679.603,496.571,217765,32046620,372858
Drakesbane,59,69599.085,36.145,5468.821,158.019,27140,4106346,118651
Auto,268,11391.914,32.123,4066.021,68.172,24120,3053033,51188
Raiden Thrust,59,43365.695,25.144,3407.505,121.847,18880,2558576,91491
Heavens' Thrust,30,73355.833,18.379,2930.853,103.609,13800,2200675,77796
Stardiver,13,147520.231,14.543,2554.072,191.315,10920,1917763,143652
Wyrmwind Thrust,29,63600.172,16.994,2456.374,125.242,12760,1844405,94040
Nastrond,13,126444.462,12.466,2189.179,163.982,9360,1643778,123128
Starcross,13,122912.615,12.119,2128.031,159.432,9100,1597864,119712
High Jump,25,58502.16,13.318,1947.826,107.174,10000,1462554,80473
Chaotic Spring (dot),231,6162.355,13.844,1895.819,34.251,10395,1423504,25718
Lance Barrage,30,46644.633,13.584,1863.636,93.596,10200,1399339,70278
Mirage Dive,25,55573.92,12.652,1850.33,101.809,9500,1389348,76445
Fang and Claw,30,46068.0,13.584,1840.597,92.23,10200,1382040,69252
Chaotic Spring,29,46699.862,13.132,1803.648,92.011,9860,1354296,69088
Wheeling Thrust,29,46478.241,13.132,1795.088,91.632,9860,1347869,68803
Spiral Blow,29,39430.552,11.587,1522.892,77.36,8700,1143486,58087
Rise of the Dragon,7,111049.0,5.127,1035.263,104.464,3850,777343,78438
Dragonfire Dive,7,100955.0,4.661,941.161,94.968,3500,706685,71308
Geirskogul,13,38311.923,4.848,663.308,49.608,3640,498055,37249
Piercing Talon,5,43137.6,2.331,287.253,34.39,1750,215688,25822
True Thrust,1,23973.0,0.306,31.927,8.555,230,23973,6424
