sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
588579,589500,Stormbite (dot),3106.0,969888,970394,4132980,18696,596427,1401275,1819321,222780,1302510,1011727,2858657,635592,1797138,646419,12331,748619
589760,590518,Shot,8374.0,969888,970394,4132980,18696,596427,1401275,1819321,222780,1302510,1011727,2858657,635592,1805512,646419,12331,748619
590669,592139,Burst Shot,13279.0,969888,970394,4146259,18696,596427,1401275,1819321,222780,1302510,1011727,2858657,635592,1805512,646419,12331,748619
590669,592139,Refulgent Arrow,17874.0,969888,970394,4146259,18696,596427,1401275,1819321,222780,1302510,1011727,2876531,635592,1805512,646419,12331,748619
588579,592500,Stormbite (dot),3106.0,969888,970394,4146259,18696,596427,1401275,1819321,222780,1302510,1011727,2876531,635592,1805512,646419,12331,751725
588579,592500,Caustic Bite (dot),2484.0,969888,970394,4146259,18696,598911,1401275,1819321,222780,1302510,1011727,2876531,635592,1805512,646419,12331,751725
592800,593558,Shot,8374.0,969888,970394,4146259,18696,598911,1401275,1819321,222780,1302510,1011727,2876531,635592,1813886,646419,12331,751725
592759,594229,Refulgent Arrow,8686.0,969888,970394,4146259,18696,598911,1401275,1819321,222780,1302510,1011727,2885217,635592,1813886,646419,12331,751725
592759,594229,Burst Shot,20498.0,969888,970394,4166757,18696,598911,1401275,1819321,222780,1302510,1011727,2885217,635592,1813886,646419,12331,751725
588579,595500,Caustic Bite (dot),2484.0,969888,970394,4166757,18696,601395,1401275,1819321,222780,1302510,1011727,2885217,635592,1813886,646419,12331,751725
588579,595500,Stormbite (dot),3106.0,969888,970394,4166757,18696,601395,1401275,1819321,222780,1302510,1011727,2885217,635592,1813886,646419,12331,754831
594849,596319,Burst Shot,20156.0,969888,970394,4186913,18696,601395,1401275,1819321,222780,1302510,1011727,2885217,635592,1813886,646419,12331,754831
594849,596319,Refulgent Arrow,9121.0,969888,970394,4186913,18696,601395,1401275,1819321,222780,1302510,1011727,2894338,635592,1813886,646419,12331,754831
595840,596598,Shot,8374.0,969888,970394,4186913,18696,601395,1401275,1819321,222780,1302510,1011727,2894338,635592,1822260,646419,12331,754831
596939,598409,Refulgent Arrow,9197.0,969888,970394,4186913,18696,601395,1401275,1819321,222780,1302510,1011727,2903535,635592,1822260,646419,12331,754831
596939,598409,Burst Shot,20096.0,969888,970394,4207009,18696,601395,1401275,1819321,222780,1302510,1011727,2903535,635592,1822260,646419,12331,754831
588579,598500,Caustic Bite (dot),2484.0,969888,970394,4207009,18696,603879,1401275,1819321,222780,1302510,1011727,2903535,635592,1822260,646419,12331,754831
588579,598500,Stormbite (dot),3106.0,969888,970394,4207009,18696,603879,1401275,1819321,222780,1302510,1011727,2903535,635592,1822260,646419,12331,757937
598880,599638,Shot,8374.0,969888,970394,4207009,18696,603879,1401275,1819321,222780,1302510,1011727,2903535,635592,1830634,646419,12331,757937
599029,600499,Refulgent Arrow,8617.0,969888,970394,4207009,18696,603879,1401275,1819321,222780,1302510,1011727,2912152,635592,1830634,646419,12331,757937
599029,600499,Burst Shot,20552.0,969888,970394,4227561,18696,603879,1401275,1819321,222780,1302510,1011727,2912152,635592,1830634,646419,12331,757937
588579,601500,Stormbite (dot),3106.0,969888,970394,4227561,18696,603879,1401275,1819321,222780,1302510,1011727,2912152,635592,1830634,646419,12331,761043
588579,601500,Caustic Bite (dot),2484.0,969888,970394,4227561,18696,606363,1401275,1819321,222780,1302510,1011727,2912152,635592,1830634,646419,12331,761043
601119,602589,Burst Shot,20129.0,969888,970394,4247690,18696,606363,1401275,1819321,222780,1302510,1011727,2912152,635592,1830634,646419,12331,761043
601119,602589,Refulgent Arrow,9156.0,969888,970394,4247690,18696,606363,1401275,1819321,222780,1302510,1011727,2921308,635592,1830634,646419,12331,761043
601920,602678,Shot,8405.0,969888,970394,4247690,18696,606363,1401275,1819321,222780,1302510,1011727,2921308,635592,1839039,646419,12331,761043
602359,603389,Empyreal Arrow,32412.0,969888,970394,4247690,18696,606363,1433687,1819321,222780,1302510,1011727,2921308,635592,1839039,646419,12331,761043
588579,604500,Stormbite (dot),3106.0,969888,970394,4247690,18696,606363,1433687,1819321,222780,1302510,1011727,2921308,635592,1839039,646419,12331,764149
588579,604500,Caustic Bite (dot),2484.0,969888,970394,4247690,18696,608847,1433687,1819321,222780,1302510,1011727,2921308,635592,1839039,646419,12331,764149
603209,604679,Refulgent Arrow,9161.0,969888,970394,4247690,18696,608847,1433687,1819321,222780,1302510,1011727,2930469,635592,1839039,646419,12331,764149
603209,604679,Burst Shot,20225.0,969888,970394,4267915,18696,608847,1433687,1819321,222780,1302510,1011727,2930469,635592,1839039,646419,12331,764149
604960,605718,Shot,8405.0,969888,970394,4267915,18696,608847,1433687,1819321,222780,1302510,1011727,2930469,635592,1847444,646419,12331,764149
605399,606869,Burst Shot,20378.0,969888,970394,4288293,18696,608847,1433687,1819321,222780,1302510,1011727,2930469,635592,1847444,646419,12331,764149
605399,606869,Refulgent Arrow,8966.0,969888,970394,4288293,18696,608847,1433687,1819321,222780,1302510,1011727,2939435,635592,1847444,646419,12331,764149
588579,607500,Caustic Bite (dot),2484.0,969888,970394,4288293,18696,611331,1433687,1819321,222780,1302510,1011727,2939435,635592,1847444,646419,12331,764149
588579,607500,Stormbite (dot),3106.0,969888,970394,4288293,18696,611331,1433687,1819321,222780,1302510,1011727,2939435,635592,1847444,646419,12331,767255
608000,608758,Shot,11362.0,969888,970394,4288293,18696,611331,1433687,1819321,222780,1302510,1011727,2939435,635592,1858806,646419,12331,767255
607589,609059,Refulgent Arrow,12395.0,969888,970394,4288293,18696,611331,1433687,1819321,222780,1302510,1011727,2951830,635592,1858806,646419,12331,767255
607589,609059,Burst Shot,27335.0,969888,970394,4315628,18696,611331,1433687,1819321,222780,1302510,1011727,2951830,635592,1858806,646419,12331,767255
608829,609629,Pitch Perfect,44738.0,969888,970394,4315628,18696,611331,1433687,1819321,222780,1347248,1011727,2951830,635592,1858806,646419,12331,767255
608829,610479,Heartbreak Shot,12514.0,969888,970394,4315628,18696,611331,1433687,1831835,222780,1347248,1011727,2951830,635592,1858806,646419,12331,767255
588579,610500,Stormbite (dot),3106.0,969888,970394,4315628,18696,611331,1433687,1831835,222780,1347248,1011727,2951830,635592,1858806,646419,12331,770361
588579,610500,Caustic Bite (dot),2484.0,969888,970394,4315628,18696,613815,1433687,1831835,222780,1347248,1011727,2951830,635592,1858806,646419,12331,770361
