sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Chaotic Spring,Chaotic Spring (dot),Dragonfire Dive,Drakesbane,Fang and Claw,Geirskogul,Heavens' Thrust,High Jump,Lance Barrage,Mirage Dive,Nastrond,Piercing Talon,Raiden Thrust,Rise of the Dragon,Spiral Blow,Starcross,Stardiver,True Thrust,Wheeling Thrust,Wyrmwind Thrust
0,760,True Thrust,23719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,0
760,1292,Auto,8653.0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,0
2500,3880,Spiral Blow,30938.0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
3560,4092,Auto,9517.0,18170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
5000,5850,Piercing Talon,42964.0,18170,0,0,0,0,0,0,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
6360,6892,Auto,11178.0,29348,0,0,0,0,0,0,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
6860,7530,Geirskogul,37294.0,29348,0,0,0,0,0,37294,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
7500,7950,Chaotic Spring,57290.0,29348,57290,0,0,0,0,37294,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
8119,8609,High Jump,67399.0,29348,57290,0,0,0,0,37294,0,67399,0,0,0,42964,0,0,30938,0,0,23719,0,0
9160,9692,Auto,14141.0,43489,57290,0,0,0,0,37294,0,67399,0,0,0,42964,0,0,30938,0,0,23719,0,0
8920,9720,Mirage Dive,64027.0,43489,57290,0,0,0,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,0,0
7500,10500,Chaotic Spring (dot),7577.0,43489,57290,7577,0,0,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,0,0
10000,10620,Wheeling Thrust,57290.0,43489,57290,7577,0,0,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,57290,0
10620,11420,Dragonfire Dive,84249.0,43489,57290,7577,84249,0,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,57290,0
11960,12492,Auto,14141.0,57630,57290,7577,84249,0,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,57290,0
12500,13120,Drakesbane,108368.0,57630,57290,7577,84249,108368,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,57290,0
7500,13500,Chaotic Spring (dot),7577.0,57630,57290,15154,84249,108368,0,37294,0,67399,0,64027,0,42964,0,0,30938,0,0,23719,57290,0
13120,14280,Rise of the Dragon,92678.0,57630,57290,15154,84249,108368,0,37294,0,67399,0,64027,0,42964,0,92678,30938,0,0,23719,57290,0
13740,14500,Nastrond,121320.0,57630,57290,15154,84249,108368,0,37294,0,67399,0,64027,121320,42964,0,92678,30938,0,0,23719,57290,0
14760,15292,Auto,14141.0,71771,57290,15154,84249,108368,0,37294,0,67399,0,64027,121320,42964,0,92678,30938,0,0,23719,57290,0
15000,15620,Raiden Thrust,53918.0,71771,57290,15154,84249,108368,0,37294,0,67399,0,64027,121320,42964,53918,92678,30938,0,0,23719,57290,0
7500,16500,Chaotic Spring (dot),7577.0,71771,57290,22731,84249,108368,0,37294,0,67399,0,64027,121320,42964,53918,92678,30938,0,0,23719,57290,0
15620,16910,Stardiver,141543.0,71771,57290,22731,84249,108368,0,37294,0,67399,0,64027,121320,42964,53918,92678,30938,0,141543,23719,57290,0
17560,18092,Auto,14141.0,85912,57290,22731,84249,108368,0,37294,0,67399,0,64027,121320,42964,53918,92678,30938,0,141543,23719,57290,0
17500,18440,Lance Barrage,57290.0,85912,57290,22731,84249,108368,0,37294,0,67399,57290,64027,121320,42964,53918,92678,30938,0,141543,23719,57290,0
18120,19100,Starcross,117955.0,85912,57290,22731,84249,108368,0,37294,0,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
7500,19500,Chaotic Spring (dot),7577.0,85912,57290,30308,84249,108368,0,37294,0,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
20000,20710,Heavens' Thrust,108368.0,85912,57290,30308,84249,108368,0,37294,108368,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
20360,20892,Auto,14141.0,100053,57290,30308,84249,108368,0,37294,108368,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
7500,22500,Chaotic Spring (dot),7577.0,100053,57290,37885,84249,108368,0,37294,108368,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
22500,23120,Fang and Claw,57290.0,100053,57290,37885,84249,108368,57290,37294,108368,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
23160,23692,Auto,14141.0,114194,57290,37885,84249,108368,57290,37294,108368,67399,57290,64027,121320,42964,53918,92678,30938,117955,141543,23719,57290,0
