sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Demolish,Dragon Kick,Elixir Burst,Fire's Reply,Leaping Opo,Phantom Rush,Pouncing Coeurl,Rising Phoenix,Rising Raptor,Six-sided Star,The Forbidden Chakra,Twin Snakes,Wind's Reply
500,1790,Dragon Kick,31758.0,0,0,31758,0,0,0,0,0,0,0,0,0,0,0
1790,2322,Auto,7776.0,7776,0,31758,0,0,0,0,0,0,0,0,0,0,0
2440,3060,Leaping Opo,63271.0,7776,0,31758,0,0,63271,0,0,0,0,0,0,0,0
1770,3190,The Forbidden Chakra,39702.0,7776,0,31758,0,0,63271,0,0,0,0,0,39702,0,0
3830,4362,Auto,8418.0,16194,0,31758,0,0,63271,0,0,0,0,0,39702,0,0
3710,5130,The Forbidden Chakra,0.0,16194,0,31758,0,0,63271,0,0,0,0,0,39702,0,0
4380,5670,Dragon Kick,34386.0,16194,0,66144,0,0,63271,0,0,0,0,0,39702,0,0
5870,6402,Auto,10164.0,26358,0,66144,0,0,63271,0,0,0,0,0,39702,0,0
6320,6940,Leaping Opo,82711.0,26358,0,66144,0,0,145982,0,0,0,0,0,39702,0,0
6940,8360,The Forbidden Chakra,6612.0,26358,0,66144,0,0,145982,0,0,0,0,0,46314,0,0
7910,8442,Auto,10164.0,36522,0,66144,0,0,145982,0,0,0,0,0,46314,0,0
8930,9462,Auto,10164.0,46686,0,66144,0,0,145982,0,0,0,0,0,46314,0,0
8260,9680,Elixir Burst,116784.0,46686,0,66144,116784,0,145982,0,0,0,0,0,46314,0,0
8880,10300,The Forbidden Chakra,28323.0,46686,0,66144,116784,0,145982,0,0,0,0,0,74637,0,0
9950,10482,Auto,10164.0,56850,0,66144,116784,0,145982,0,0,0,0,0,74637,0,0
9530,10950,The Forbidden Chakra,6986.0,56850,0,66144,116784,0,145982,0,0,0,0,0,81623,0,0
10200,11490,Dragon Kick,41521.0,56850,0,107665,116784,0,145982,0,0,0,0,0,81623,0,0
10970,11502,Auto,10164.0,67014,0,107665,116784,0,145982,0,0,0,0,0,81623,0,0
10850,12270,The Forbidden Chakra,19505.0,67014,0,107665,116784,0,145982,0,0,0,0,0,101128,0,0
11990,12522,Auto,10164.0,77178,0,107665,116784,0,145982,0,0,0,0,0,101128,0,0
11430,12850,The Forbidden Chakra,1982.0,77178,0,107665,116784,0,145982,0,0,0,0,0,103110,0,0
12141,13341,Wind's Reply,134952.0,77178,0,107665,116784,0,145982,0,0,0,0,0,103110,0,134952
13010,13542,Auto,10164.0,87342,0,107665,116784,0,145982,0,0,0,0,0,103110,0,134952
12761,14181,The Forbidden Chakra,22660.0,87342,0,107665,116784,0,145982,0,0,0,0,0,125770,0,134952
14030,14562,Auto,10164.0,97506,0,107665,116784,0,145982,0,0,0,0,0,125770,0,134952
13411,14831,The Forbidden Chakra,12856.0,97506,0,107665,116784,0,145982,0,0,0,0,0,138626,0,134952
14081,15501,Fire's Reply,181667.0,97506,0,107665,116784,181667,145982,0,0,0,0,0,138626,0,134952
15050,15582,Auto,10164.0,107670,0,107665,116784,181667,145982,0,0,0,0,0,138626,0,134952
14731,16151,The Forbidden Chakra,10619.0,107670,0,107665,116784,181667,145982,0,0,0,0,0,149245,0,134952
16070,16602,Auto,10164.0,117834,0,107665,116784,181667,145982,0,0,0,0,0,149245,0,134952
16021,16641,Leaping Opo,82711.0,117834,0,107665,116784,181667,228693,0,0,0,0,0,149245,0,134952
15311,16731,The Forbidden Chakra,4100.0,117834,0,107665,116784,181667,228693,0,0,0,0,0,153345,0,134952
17090,17622,Auto,10164.0,127998,0,107665,116784,181667,228693,0,0,0,0,0,153345,0,134952
18110,18642,Auto,10164.0,138162,0,107665,116784,181667,228693,0,0,0,0,0,153345,0,134952
17291,18711,The Forbidden Chakra,43686.0,138162,0,107665,116784,181667,228693,0,0,0,0,0,197031,0,134952
17961,19251,Dragon Kick,41521.0,138162,0,149186,116784,181667,228693,0,0,0,0,0,197031,0,134952
19130,19662,Auto,10164.0,148326,0,149186,116784,181667,228693,0,0,0,0,0,197031,0,134952
18581,20001,The Forbidden Chakra,8916.0,148326,0,149186,116784,181667,228693,0,0,0,0,0,205947,0,134952
19901,20521,Leaping Opo,82711.0,148326,0,149186,116784,181667,311404,0,0,0,0,0,205947,0,134952
19231,20651,The Forbidden Chakra,8688.0,148326,0,149186,116784,181667,311404,0,0,0,0,0,214635,0,134952
20150,20682,Auto,10164.0,158490,0,149186,116784,181667,311404,0,0,0,0,0,214635,0,134952
21170,21702,Auto,10164.0,168654,0,149186,116784,181667,311404,0,0,0,0,0,214635,0,134952
20551,21971,The Forbidden Chakra,37058.0,168654,0,149186,116784,181667,311404,0,0,0,0,0,251693,0,134952
21131,22551,The Forbidden Chakra,4499.0,168654,0,149186,116784,181667,311404,0,0,0,0,0,256192,0,134952
22190,22722,Auto,10164.0,178818,0,149186,116784,181667,311404,0,0,0,0,0,256192,0,134952
21841,23131,Dragon Kick,41521.0,178818,0,190707,116784,181667,311404,0,0,0,0,0,256192,0,134952
23210,23742,Auto,10164.0,188982,0,190707,116784,181667,311404,0,0,0,0,0,256192,0,134952
22461,23881,The Forbidden Chakra,10826.0,188982,0,190707,116784,181667,311404,0,0,0,0,0,267018,0,134952
23111,24531,The Forbidden Chakra,4178.0,188982,0,190707,116784,181667,311404,0,0,0,0,0,271196,0,134952
24230,24762,Auto,10164.0,199146,0,190707,116784,181667,311404,0,0,0,0,0,271196,0,134952
23781,25201,Elixir Burst,116784.0,199146,0,190707,233568,181667,311404,0,0,0,0,0,271196,0,134952
24431,25851,The Forbidden Chakra,21404.0,199146,0,190707,233568,181667,311404,0,0,0,0,0,292600,0,134952
25721,26341,Leaping Opo,82711.0,199146,0,190707,233568,181667,394115,0,0,0,0,0,292600,0,134952
25011,26431,The Forbidden Chakra,6171.0,199146,0,190707,233568,181667,394115,0,0,0,0,0,298771,0,134952
26270,26802,Auto,9680.0,208826,0,190707,233568,181667,394115,0,0,0,0,0,298771,0,134952
26371,27791,The Forbidden Chakra,19192.0,208826,0,190707,233568,181667,394115,0,0,0,0,0,317963,0,134952
26951,28371,The Forbidden Chakra,0.0,208826,0,190707,233568,181667,394115,0,0,0,0,0,317963,0,134952
27661,28501,Twin Snakes,45131.0,208826,0,190707,233568,181667,394115,0,0,0,0,0,317963,45131,134952
28310,28842,Auto,8418.0,217244,0,190707,233568,181667,394115,0,0,0,0,0,317963,45131,134952
28311,29731,The Forbidden Chakra,2321.0,217244,0,190707,233568,181667,394115,0,0,0,0,0,320284,45131,134952
28891,30311,The Forbidden Chakra,0.0,217244,0,190707,233568,181667,394115,0,0,0,0,0,320284,45131,134952
30350,30882,Auto,8418.0,225662,0,190707,233568,181667,394115,0,0,0,0,0,320284,45131,134952
29601,31201,Demolish,45131.0,225662,45131,190707,233568,181667,394115,0,0,0,0,0,320284,45131,134952
30251,31671,The Forbidden Chakra,2437.0,225662,45131,190707,233568,181667,394115,0,0,0,0,0,322721,45131,134952
30831,32251,The Forbidden Chakra,0.0,225662,45131,190707,233568,181667,394115,0,0,0,0,0,322721,45131,134952
31542,32832,Dragon Kick,34386.0,225662,45131,225093,233568,181667,394115,0,0,0,0,0,322721,45131,134952
32390,32922,Auto,8418.0,234080,45131,225093,233568,181667,394115,0,0,0,0,0,322721,45131,134952
32192,33612,The Forbidden Chakra,2140.0,234080,45131,225093,233568,181667,394115,0,0,0,0,0,324861,45131,134952
32772,34192,The Forbidden Chakra,0.0,234080,45131,225093,233568,181667,394115,0,0,0,0,0,324861,45131,134952
33482,34372,Rising Raptor,58028.0,234080,45131,225093,233568,181667,394115,0,0,0,58028,0,324861,45131,134952
34430,34962,Auto,7776.0,241856,45131,225093,233568,181667,394115,0,0,0,58028,0,324861,45131,134952
34132,35552,The Forbidden Chakra,1869.0,241856,45131,225093,233568,181667,394115,0,0,0,58028,0,326730,45131,134952
34712,36132,The Forbidden Chakra,0.0,241856,45131,225093,233568,181667,394115,0,0,0,58028,0,326730,45131,134952
35422,36442,Pouncing Coeurl,51611.0,241856,45131,225093,233568,181667,394115,0,51611,0,58028,0,326730,45131,134952
36470,37002,Auto,7776.0,249632,45131,225093,233568,181667,394115,0,51611,0,58028,0,326730,45131,134952
36042,37462,The Forbidden Chakra,2012.0,249632,45131,225093,233568,181667,394115,0,51611,0,58028,0,328742,45131,134952
37362,37982,Leaping Opo,63271.0,249632,45131,225093,233568,181667,457386,0,51611,0,58028,0,328742,45131,134952
36692,38112,The Forbidden Chakra,0.0,249632,45131,225093,233568,181667,457386,0,51611,0,58028,0,328742,45131,134952
38510,39042,Auto,7776.0,257408,45131,225093,233568,181667,457386,0,51611,0,58028,0,328742,45131,134952
38012,39432,The Forbidden Chakra,6943.0,257408,45131,225093,233568,181667,457386,0,51611,0,58028,0,335685,45131,134952
38592,40012,The Forbidden Chakra,0.0,257408,45131,225093,233568,181667,457386,0,51611,0,58028,0,335685,45131,134952
39302,40142,Twin Snakes,41686.0,257408,45131,225093,233568,181667,457386,0,51611,0,58028,0,335685,86817,134952
40550,41082,Auto,7776.0,265184,45131,225093,233568,181667,457386,0,51611,0,58028,0,335685,86817,134952
39952,41372,The Forbidden Chakra,1754.0,265184,45131,225093,233568,181667,457386,0,51611,0,58028,0,337439,86817,134952
40532,41952,The Forbidden Chakra,0.0,265184,45131,225093,233568,181667,457386,0,51611,0,58028,0,337439,86817,134952
41242,42262,Pouncing Coeurl,51611.0,265184,45131,225093,233568,181667,457386,0,103222,0,58028,0,337439,86817,134952
42590,43122,Auto,7776.0,272960,45131,225093,233568,181667,457386,0,103222,0,58028,0,337439,86817,134952
41892,43312,The Forbidden Chakra,1802.0,272960,45131,225093,233568,181667,457386,0,103222,0,58028,0,339241,86817,134952
42472,43892,The Forbidden Chakra,0.0,272960,45131,225093,233568,181667,457386,0,103222,0,58028,0,339241,86817,134952
43182,44472,Dragon Kick,31758.0,272960,45131,256851,233568,181667,457386,0,103222,0,58028,0,339241,86817,134952
44630,45162,Auto,7776.0,280736,45131,256851,233568,181667,457386,0,103222,0,58028,0,339241,86817,134952
43832,45252,The Forbidden Chakra,1925.0,280736,45131,256851,233568,181667,457386,0,103222,0,58028,0,341166,86817,134952
44412,45832,The Forbidden Chakra,0.0,280736,45131,256851,233568,181667,457386,0,103222,0,58028,0,341166,86817,134952
45122,46012,Rising Raptor,53598.0,280736,45131,256851,233568,181667,457386,0,103222,0,111626,0,341166,86817,134952
45772,47192,The Forbidden Chakra,1997.0,280736,45131,256851,233568,181667,457386,0,103222,0,111626,0,343163,86817,134952
46670,47202,Auto,7776.0,288512,45131,256851,233568,181667,457386,0,103222,0,111626,0,343163,86817,134952
46352,47772,The Forbidden Chakra,0.0,288512,45131,256851,233568,181667,457386,0,103222,0,111626,0,343163,86817,134952
47062,48662,Demolish,41686.0,288512,86817,256851,233568,181667,457386,0,103222,0,111626,0,343163,86817,134952
47712,49132,The Forbidden Chakra,2231.0,288512,86817,256851,233568,181667,457386,0,103222,0,111626,0,345394,86817,134952
48710,49242,Auto,7776.0,296288,86817,256851,233568,181667,457386,0,103222,0,111626,0,345394,86817,134952
49002,49622,Leaping Opo,63271.0,296288,86817,256851,233568,181667,520657,0,103222,0,111626,0,345394,86817,134952
48292,49712,The Forbidden Chakra,0.0,296288,86817,256851,233568,181667,520657,0,103222,0,111626,0,345394,86817,134952
49652,51072,The Forbidden Chakra,8174.0,296288,86817,256851,233568,181667,520657,0,103222,0,111626,0,353568,86817,134952
50750,51282,Auto,7776.0,304064,86817,256851,233568,181667,520657,0,103222,0,111626,0,353568,86817,134952
50232,51652,The Forbidden Chakra,0.0,304064,86817,256851,233568,181667,520657,0,103222,0,111626,0,353568,86817,134952
50942,51782,Twin Snakes,41686.0,304064,86817,256851,233568,181667,520657,0,103222,0,111626,0,353568,128503,134952
51592,53012,The Forbidden Chakra,2386.0,304064,86817,256851,233568,181667,520657,0,103222,0,111626,0,355954,128503,134952
52790,53322,Auto,7776.0,311840,86817,256851,233568,181667,520657,0,103222,0,111626,0,355954,128503,134952
52172,53592,The Forbidden Chakra,0.0,311840,86817,256851,233568,181667,520657,0,103222,0,111626,0,355954,128503,134952
52883,53903,Pouncing Coeurl,51611.0,311840,86817,256851,233568,181667,520657,0,154833,0,111626,0,355954,128503,134952
53533,54953,The Forbidden Chakra,2401.0,311840,86817,256851,233568,181667,520657,0,154833,0,111626,0,358355,128503,134952
54830,55362,Auto,7776.0,319616,86817,256851,233568,181667,520657,0,154833,0,111626,0,358355,128503,134952
54113,55533,The Forbidden Chakra,0.0,319616,86817,256851,233568,181667,520657,0,154833,0,111626,0,358355,128503,134952
54823,56113,Dragon Kick,31758.0,319616,86817,288609,233568,181667,520657,0,154833,0,111626,0,358355,128503,134952
55473,56893,The Forbidden Chakra,2378.0,319616,86817,288609,233568,181667,520657,0,154833,0,111626,0,360733,128503,134952
56870,57402,Auto,7776.0,327392,86817,288609,233568,181667,520657,0,154833,0,111626,0,360733,128503,134952
56053,57473,The Forbidden Chakra,0.0,327392,86817,288609,233568,181667,520657,0,154833,0,111626,0,360733,128503,134952
56763,57653,Rising Raptor,53598.0,327392,86817,288609,233568,181667,520657,0,154833,0,165224,0,360733,128503,134952
57413,58833,The Forbidden Chakra,2310.0,327392,86817,288609,233568,181667,520657,0,154833,0,165224,0,363043,128503,134952
57993,59413,The Forbidden Chakra,0.0,327392,86817,288609,233568,181667,520657,0,154833,0,165224,0,363043,128503,134952
58910,59442,Auto,7776.0,335168,86817,288609,233568,181667,520657,0,154833,0,165224,0,363043,128503,134952
58703,59723,Pouncing Coeurl,51611.0,335168,86817,288609,233568,181667,520657,0,206444,0,165224,0,363043,128503,134952
59323,60743,The Forbidden Chakra,2266.0,335168,86817,288609,233568,181667,520657,0,206444,0,165224,0,365309,128503,134952
60643,61263,Leaping Opo,63271.0,335168,86817,288609,233568,181667,583928,0,206444,0,165224,0,365309,128503,134952
59973,61393,The Forbidden Chakra,0.0,335168,86817,288609,233568,181667,583928,0,206444,0,165224,0,365309,128503,134952
60950,61482,Auto,7776.0,342944,86817,288609,233568,181667,583928,0,206444,0,165224,0,365309,128503,134952
61293,62713,The Forbidden Chakra,7777.0,342944,86817,288609,233568,181667,583928,0,206444,0,165224,0,373086,128503,134952
61873,63293,The Forbidden Chakra,0.0,342944,86817,288609,233568,181667,583928,0,206444,0,165224,0,373086,128503,134952
62583,63423,Twin Snakes,41686.0,342944,86817,288609,233568,181667,583928,0,206444,0,165224,0,373086,170189,134952
62990,63522,Auto,7776.0,350720,86817,288609,233568,181667,583928,0,206444,0,165224,0,373086,170189,134952
63233,64653,The Forbidden Chakra,2128.0,350720,86817,288609,233568,181667,583928,0,206444,0,165224,0,375214,170189,134952
63813,65233,The Forbidden Chakra,0.0,350720,86817,288609,233568,181667,583928,0,206444,0,165224,0,375214,170189,134952
65030,65562,Auto,7776.0,358496,86817,288609,233568,181667,583928,0,206444,0,165224,0,375214,170189,134952
64522,66122,Demolish,41686.0,358496,128503,288609,233568,181667,583928,0,206444,0,165224,0,375214,170189,134952
67070,67602,Auto,8942.0,367438,128503,288609,233568,181667,583928,0,206444,0,165224,0,375214,170189,134952
66463,67753,Dragon Kick,36522.0,367438,128503,325131,233568,181667,583928,0,206444,0,165224,0,375214,170189,134952
68403,69023,Leaping Opo,72761.0,367438,128503,325131,233568,181667,656689,0,206444,0,165224,0,375214,170189,134952
67733,69153,The Forbidden Chakra,4889.0,367438,128503,325131,233568,181667,656689,0,206444,0,165224,0,380103,170189,134952
69110,69642,Auto,8942.0,376380,128503,325131,233568,181667,656689,0,206444,0,165224,0,380103,170189,134952
69053,70473,The Forbidden Chakra,8811.0,376380,128503,325131,233568,181667,656689,0,206444,0,165224,0,388914,170189,134952
69633,71053,The Forbidden Chakra,0.0,376380,128503,325131,233568,181667,656689,0,206444,0,165224,0,388914,170189,134952
70343,71233,Rising Raptor,61638.0,376380,128503,325131,233568,181667,656689,0,206444,0,226862,0,388914,170189,134952
71150,71682,Auto,8942.0,385322,128503,325131,233568,181667,656689,0,206444,0,226862,0,388914,170189,134952
70993,72413,The Forbidden Chakra,2648.0,385322,128503,325131,233568,181667,656689,0,206444,0,226862,0,391562,170189,134952
71573,72993,The Forbidden Chakra,0.0,385322,128503,325131,233568,181667,656689,0,206444,0,226862,0,391562,170189,134952
72283,73303,Pouncing Coeurl,59352.0,385322,128503,325131,233568,181667,656689,0,265796,0,226862,0,391562,170189,134952
73190,73722,Auto,8942.0,394264,128503,325131,233568,181667,656689,0,265796,0,226862,0,391562,170189,134952
72933,74353,The Forbidden Chakra,2552.0,394264,128503,325131,233568,181667,656689,0,265796,0,226862,0,394114,170189,134952
73513,74933,The Forbidden Chakra,0.0,394264,128503,325131,233568,181667,656689,0,265796,0,226862,0,394114,170189,134952
74224,74984,Rising Phoenix,102734.0,394264,128503,325131,233568,181667,656689,0,265796,102734,226862,0,394114,170189,134952
75230,75762,Auto,8942.0,403206,128503,325131,233568,181667,656689,0,265796,102734,226862,0,394114,170189,134952
74874,76294,The Forbidden Chakra,2406.0,403206,128503,325131,233568,181667,656689,0,265796,102734,226862,0,396520,170189,134952
75454,76874,The Forbidden Chakra,0.0,403206,128503,325131,233568,181667,656689,0,265796,102734,226862,0,396520,170189,134952
76164,77454,Dragon Kick,36522.0,403206,128503,361653,233568,181667,656689,0,265796,102734,226862,0,396520,170189,134952
77270,77802,Auto,8942.0,412148,128503,361653,233568,181667,656689,0,265796,102734,226862,0,396520,170189,134952
76814,78234,The Forbidden Chakra,2634.0,412148,128503,361653,233568,181667,656689,0,265796,102734,226862,0,399154,170189,134952
77394,78814,The Forbidden Chakra,0.0,412148,128503,361653,233568,181667,656689,0,265796,102734,226862,0,399154,170189,134952
78104,79524,Fire's Reply,159811.0,412148,128503,361653,233568,341478,656689,0,265796,102734,226862,0,399154,170189,134952
79310,79842,Auto,8942.0,421090,128503,361653,233568,341478,656689,0,265796,102734,226862,0,399154,170189,134952
78754,80174,The Forbidden Chakra,2479.0,421090,128503,361653,233568,341478,656689,0,265796,102734,226862,0,401633,170189,134952
80044,80664,Leaping Opo,72761.0,421090,128503,361653,233568,341478,729450,0,265796,102734,226862,0,401633,170189,134952
79334,80754,The Forbidden Chakra,0.0,421090,128503,361653,233568,341478,729450,0,265796,102734,226862,0,401633,170189,134952
81350,81882,Auto,8942.0,430032,128503,361653,233568,341478,729450,0,265796,102734,226862,0,401633,170189,134952
80694,82114,The Forbidden Chakra,9117.0,430032,128503,361653,233568,341478,729450,0,265796,102734,226862,0,410750,170189,134952
81274,82694,The Forbidden Chakra,0.0,430032,128503,361653,233568,341478,729450,0,265796,102734,226862,0,410750,170189,134952
81984,82824,Twin Snakes,47939.0,430032,128503,361653,233568,341478,729450,0,265796,102734,226862,0,410750,218128,134952
83390,83922,Auto,8942.0,438974,128503,361653,233568,341478,729450,0,265796,102734,226862,0,410750,218128,134952
82634,84054,The Forbidden Chakra,2652.0,438974,128503,361653,233568,341478,729450,0,265796,102734,226862,0,413402,218128,134952
83214,84634,The Forbidden Chakra,0.0,438974,128503,361653,233568,341478,729450,0,265796,102734,226862,0,413402,218128,134952
83924,84944,Pouncing Coeurl,59352.0,438974,128503,361653,233568,341478,729450,0,325148,102734,226862,0,413402,218128,134952
85430,85962,Auto,8942.0,447916,128503,361653,233568,341478,729450,0,325148,102734,226862,0,413402,218128,134952
84544,85964,The Forbidden Chakra,2515.0,447916,128503,361653,233568,341478,729450,0,325148,102734,226862,0,415917,218128,134952
85194,86614,The Forbidden Chakra,0.0,447916,128503,361653,233568,341478,729450,0,325148,102734,226862,0,415917,218128,134952
85864,87154,Dragon Kick,36522.0,447916,128503,398175,233568,341478,729450,0,325148,102734,226862,0,415917,218128,134952
86514,87934,The Forbidden Chakra,2120.0,447916,128503,398175,233568,341478,729450,0,325148,102734,226862,0,418037,218128,134952
87470,88002,Auto,7776.0,455692,128503,398175,233568,341478,729450,0,325148,102734,226862,0,418037,218128,134952
87094,88514,The Forbidden Chakra,0.0,455692,128503,398175,233568,341478,729450,0,325148,102734,226862,0,418037,218128,134952
87804,88694,Rising Raptor,53598.0,455692,128503,398175,233568,341478,729450,0,325148,102734,280460,0,418037,218128,134952
88454,89874,The Forbidden Chakra,2219.0,455692,128503,398175,233568,341478,729450,0,325148,102734,280460,0,420256,218128,134952
89510,90042,Auto,7776.0,463468,128503,398175,233568,341478,729450,0,325148,102734,280460,0,420256,218128,134952
89034,90454,The Forbidden Chakra,0.0,463468,128503,398175,233568,341478,729450,0,325148,102734,280460,0,420256,218128,134952
89744,91344,Demolish,41686.0,463468,170189,398175,233568,341478,729450,0,325148,102734,280460,0,420256,218128,134952
90394,91814,The Forbidden Chakra,2175.0,463468,170189,398175,233568,341478,729450,0,325148,102734,280460,0,422431,218128,134952
91550,92082,Auto,7776.0,471244,170189,398175,233568,341478,729450,0,325148,102734,280460,0,422431,218128,134952
91684,92304,Leaping Opo,63271.0,471244,170189,398175,233568,341478,792721,0,325148,102734,280460,0,422431,218128,134952
90974,92394,The Forbidden Chakra,0.0,471244,170189,398175,233568,341478,792721,0,325148,102734,280460,0,422431,218128,134952
92334,93754,The Forbidden Chakra,8067.0,471244,170189,398175,233568,341478,792721,0,325148,102734,280460,0,430498,218128,134952
93590,94122,Auto,7776.0,479020,170189,398175,233568,341478,792721,0,325148,102734,280460,0,430498,218128,134952
92914,94334,The Forbidden Chakra,0.0,479020,170189,398175,233568,341478,792721,0,325148,102734,280460,0,430498,218128,134952
93625,94465,Twin Snakes,41686.0,479020,170189,398175,233568,341478,792721,0,325148,102734,280460,0,430498,259814,134952
94275,95695,The Forbidden Chakra,2084.0,479020,170189,398175,233568,341478,792721,0,325148,102734,280460,0,432582,259814,134952
95630,96162,Auto,7776.0,486796,170189,398175,233568,341478,792721,0,325148,102734,280460,0,432582,259814,134952
94855,96275,The Forbidden Chakra,0.0,486796,170189,398175,233568,341478,792721,0,325148,102734,280460,0,432582,259814,134952
95565,96585,Pouncing Coeurl,51611.0,486796,170189,398175,233568,341478,792721,0,376759,102734,280460,0,432582,259814,134952
