sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,771,24788.045,215.076,25485.645,329.906,161285,19111583,247395
Dosis III,259,51106.68,131.245,17651.288,274.434,98420,13236630,205797
Eukrasian Dosis III (dot),241,11746.747,27.317,3775.145,61.152,20485,2830966,45858
Phlegma III,20,86776.05,16.002,2314.349,133.48,12000,1735521,100096
Psyche,13,84961.154,10.401,1472.864,104.365,7800,1104495,78263
Toxikon II,3,49849.333,1.52,199.425,28.499,1140,149548,21371
Pneuma,1,49391.0,0.507,65.864,16.182,380,49391,12135
Auto,234,21.504,28.084,6.71,0.105,21060,5032,79
