sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1017,31725.21,328.602,43002.184,377.349,246550,32264539,283125
Auto,315,9331.692,37.785,3917.744,58.707,28350,2939483,44048
Tendo Kaeshi Setsugekka,15,185979.8,21.991,3718.109,103.872,16500,2789697,77935
Tendo Setsugekka,15,185189.4,21.991,3702.307,103.411,16500,2777841,77589
Gekko,49,49136.02,27.429,3208.936,122.192,20580,2407665,91681
Kaeshi: Setsugekka,22,103561.409,18.766,3036.587,69.996,14080,2278351,52518
Gyofu,82,27574.902,26.23,3013.651,88.158,19680,2261142,66145
Midare Setsugekka,22,101332.0,18.766,2971.217,68.438,14080,2229304,51349
Hissatsu: Shinten,70,29403.114,23.324,2743.193,87.454,17500,2058218,65617
Kasha,38,48886.737,21.271,2475.938,106.593,15960,1857696,79977
Yukikaze,38,39355.868,17.22,1993.233,85.771,12920,1495523,64354
Higanbana (dot),240,6016.167,15.994,1924.404,33.28,12000,1443880,24970
Shoha,18,77137.222,15.354,1850.553,117.302,11520,1388470,88012
Hissatsu: Senei,13,95864.308,13.861,1660.984,123.591,10400,1246236,92730
Kaeshi: Namikiri,7,174227.857,9.33,1625.476,66.427,7000,1219595,49840
Ogi Namikiri,7,174227.857,9.33,1625.476,66.427,7000,1219595,49840
Zanshin,7,117132.714,8.77,1092.802,111.759,6580,819929,83853
Jinpu,23,34274.0,9.196,1050.649,57.937,6900,788302,43470
Shifu,21,34274.0,8.397,959.288,55.361,6300,719754,41537
Higanbana,12,23788.0,3.199,380.456,29.432,2400,285456,22083
Hissatsu: Gyoten,3,12800.667,0.4,51.182,7.937,300,38402,5955
