sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Chaotic Spring,Chaotic Spring (dot),Dragonfire Dive,Drakesbane,Fang and Claw,Geirskogul,Heavens' Thrust,High Jump,Lance Barrage,Mirage Dive,Nastrond,Piercing Talon,Raiden Thrust,Rise of the Dragon,Spiral Blow,Starcross,Stardiver,True Thrust,Wheeling Thrust,Wyrmwind Thrust
0,760,True Thrust,23719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,0
760,1292,Auto,8653.0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,0
2500,3880,Spiral Blow,30938.0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
3560,4092,Auto,9517.0,18170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
5000,5850,Piercing Talon,42964.0,18170,0,0,0,0,0,0,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
6360,6892,Auto,10852.0,29022,0,0,0,0,0,0,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
6860,7530,Geirskogul,36208.0,29022,0,0,0,0,0,36208,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
7500,7950,Chaotic Spring,55621.0,29022,55621,0,0,0,0,36208,0,0,0,0,0,42964,0,0,30938,0,0,23719,0,0
8119,8609,High Jump,65436.0,29022,55621,0,0,0,0,36208,0,65436,0,0,0,42964,0,0,30938,0,0,23719,0,0
9160,9692,Auto,13729.0,42751,55621,0,0,0,0,36208,0,65436,0,0,0,42964,0,0,30938,0,0,23719,0,0
8920,9720,Mirage Dive,62163.0,42751,55621,0,0,0,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,0,0
7500,10500,Chaotic Spring (dot),7356.0,42751,55621,7356,0,0,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,0,0
10000,10620,Wheeling Thrust,55621.0,42751,55621,7356,0,0,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,55621,0
10620,11420,Dragonfire Dive,81795.0,42751,55621,7356,81795,0,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,55621,0
11960,12492,Auto,13729.0,56480,55621,7356,81795,0,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,55621,0
12500,13120,Drakesbane,105212.0,56480,55621,7356,81795,105212,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,55621,0
7500,13500,Chaotic Spring (dot),7356.0,56480,55621,14712,81795,105212,0,36208,0,65436,0,62163,0,42964,0,0,30938,0,0,23719,55621,0
13120,14280,Rise of the Dragon,89978.0,56480,55621,14712,81795,105212,0,36208,0,65436,0,62163,0,42964,0,89978,30938,0,0,23719,55621,0
13740,14500,Nastrond,117786.0,56480,55621,14712,81795,105212,0,36208,0,65436,0,62163,117786,42964,0,89978,30938,0,0,23719,55621,0
14760,15292,Auto,13729.0,70209,55621,14712,81795,105212,0,36208,0,65436,0,62163,117786,42964,0,89978,30938,0,0,23719,55621,0
15000,15620,Raiden Thrust,52347.0,70209,55621,14712,81795,105212,0,36208,0,65436,0,62163,117786,42964,52347,89978,30938,0,0,23719,55621,0
7500,16500,Chaotic Spring (dot),7356.0,70209,55621,22068,81795,105212,0,36208,0,65436,0,62163,117786,42964,52347,89978,30938,0,0,23719,55621,0
15620,16910,Stardiver,137421.0,70209,55621,22068,81795,105212,0,36208,0,65436,0,62163,117786,42964,52347,89978,30938,0,137421,23719,55621,0
17560,18092,Auto,13729.0,83938,55621,22068,81795,105212,0,36208,0,65436,0,62163,117786,42964,52347,89978,30938,0,137421,23719,55621,0
17500,18440,Lance Barrage,55621.0,83938,55621,22068,81795,105212,0,36208,0,65436,55621,62163,117786,42964,52347,89978,30938,0,137421,23719,55621,0
18120,19100,Starcross,114519.0,83938,55621,22068,81795,105212,0,36208,0,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
7500,19500,Chaotic Spring (dot),7356.0,83938,55621,29424,81795,105212,0,36208,0,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
20000,20710,Heavens' Thrust,105212.0,83938,55621,29424,81795,105212,0,36208,105212,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
20360,20892,Auto,13729.0,97667,55621,29424,81795,105212,0,36208,105212,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
7500,22500,Chaotic Spring (dot),7356.0,97667,55621,36780,81795,105212,0,36208,105212,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
22500,23120,Fang and Claw,55621.0,97667,55621,36780,81795,105212,55621,36208,105212,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
23160,23692,Auto,13729.0,111396,55621,36780,81795,105212,55621,36208,105212,65436,55621,62163,117786,42964,52347,89978,30938,114519,137421,23719,55621,0
