sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.4409,14542.978,429.728,33994.571,605.065,323740,25610184,455832
Burst Shot,184.6978,28951.433,53.936,7097.88,170.465,40633,5347266,128422
Refulgent Arrow,91.666,41477.811,34.069,5046.857,235.903,25666,3802105,177720
Shot,248.0,9501.202,26.335,3127.714,54.561,19840,2356298,41104
Heartbreak Shot,89.9471,26103.665,21.49,3116.632,123.076,16190,2347949,92721
Pitch Perfect,32.49379999999999,56569.007,14.309,2439.922,213.538,10780,1838142,160871
Empyreal Arrow,49.0,36650.898,16.911,2383.843,93.784,12740,1795894,70653
Radiant Encore,7.0,220410.286,9.69,2047.985,212.468,7300,1542872,160065
Apex Arrow,12.0,114955.417,10.85,1831.081,338.454,8174,1379465,254978
Blast Arrow,11.636199999999999,118370.43,10.812,1828.316,150.678,8145,1377382,113515
Resonant Arrow,7.0,135345.857,5.947,1257.592,129.36,4480,947421,97455
Stormbite (dot),251.0,3739.968,8.329,1246.059,21.821,6275,938732,16439
Sidewinder,13.0,68550.0,6.902,1182.899,91.475,5200,891150,68914
Caustic Bite (dot),250.0,2993.9,6.637,993.514,17.439,5000,748475,13138
Iron Jaws,18.0,14778.111,2.389,353.092,23.058,1800,266006,17371
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
