sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
248043,249073,Empyreal Arrow,53410.0,304078,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,768621,267422,12331,321986
249280,250038,Shot,13849.0,304078,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,586.0,304664,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,280.0,304944,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,2756.0,307700,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,1588.0,309288,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,132761.0,442049,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,4590.0,446639,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,100.0,446739,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
248993,250063,Apex Arrow,18.0,446757,299772,1804606,18696,255234,618273,771510,91669,548547,375752,1227803,268403,782470,267422,12331,321986
249613,250413,Pitch Perfect,47010.0,446757,299772,1804606,18696,255234,618273,771510,91669,595557,375752,1227803,268403,782470,267422,12331,321986
225703,250500,Stormbite (dot),3106.0,446757,299772,1804606,18696,255234,618273,771510,91669,595557,375752,1227803,268403,782470,267422,12331,325092
225703,250500,Caustic Bite (dot),2484.0,446757,299772,1804606,18696,257718,618273,771510,91669,595557,375752,1227803,268403,782470,267422,12331,325092
250233,251033,Pitch Perfect,19005.0,446757,299772,1804606,18696,257718,618273,771510,91669,614562,375752,1227803,268403,782470,267422,12331,325092
249613,251263,Heartbreak Shot,13467.0,446757,299772,1804606,18696,257718,618273,784977,91669,614562,375752,1227803,268403,782470,267422,12331,325092
250233,251883,Heartbreak Shot,27466.0,446757,299772,1804606,18696,257718,618273,812443,91669,614562,375752,1227803,268403,782470,267422,12331,325092
251183,252653,Refulgent Arrow,40.0,446757,299772,1804606,18696,257718,618273,812443,91669,614562,375752,1227843,268403,782470,267422,12331,325092
251183,252653,Burst Shot,140.0,446757,299772,1804746,18696,257718,618273,812443,91669,614562,375752,1227843,268403,782470,267422,12331,325092
251183,252833,Blast Arrow,143259.0,446757,443031,1804746,18696,257718,618273,812443,91669,614562,375752,1227843,268403,782470,267422,12331,325092
252423,252953,Sidewinder,82172.0,446757,443031,1804746,18696,257718,618273,812443,91669,614562,375752,1227843,268403,782470,349594,12331,325092
252320,253078,Shot,13849.0,446757,443031,1804746,18696,257718,618273,812443,91669,614562,375752,1227843,268403,796319,349594,12331,325092
251803,253453,Heartbreak Shot,33000.0,446757,443031,1804746,18696,257718,618273,845443,91669,614562,375752,1227843,268403,796319,349594,12331,325092
225703,253500,Caustic Bite (dot),2484.0,446757,443031,1804746,18696,260202,618273,845443,91669,614562,375752,1227843,268403,796319,349594,12331,325092
225703,253500,Stormbite (dot),3106.0,446757,443031,1804746,18696,260202,618273,845443,91669,614562,375752,1227843,268403,796319,349594,12331,328198
253674,255634,Radiant Encore,225982.0,446757,443031,1804746,18696,260202,618273,845443,91669,614562,601734,1227843,268403,796319,349594,12331,328198
254914,255714,Pitch Perfect,5893.0,446757,443031,1804746,18696,260202,618273,845443,91669,620455,601734,1227843,268403,796319,349594,12331,328198
255360,256118,Shot,13849.0,446757,443031,1804746,18696,260202,618273,845443,91669,620455,601734,1227843,268403,810168,349594,12331,328198
225703,256500,Caustic Bite (dot),2484.0,446757,443031,1804746,18696,262686,618273,845443,91669,620455,601734,1227843,268403,810168,349594,12331,328198
225703,256500,Stormbite (dot),3106.0,446757,443031,1804746,18696,262686,618273,845443,91669,620455,601734,1227843,268403,810168,349594,12331,331304
254914,256564,Heartbreak Shot,17234.0,446757,443031,1804746,18696,262686,618273,862677,91669,620455,601734,1227843,268403,810168,349594,12331,331304
256784,257584,Pitch Perfect,25830.0,446757,443031,1804746,18696,262686,618273,862677,91669,646285,601734,1227843,268403,810168,349594,12331,331304
256164,257634,Refulgent Arrow,57513.0,446757,443031,1804746,18696,262686,618273,862677,91669,646285,601734,1285356,268403,810168,349594,12331,331304
256164,257754,Refulgent Arrow,57513.0,446757,443031,1804746,18696,262686,618273,862677,91669,646285,601734,1342869,268403,810168,349594,12331,331304
256164,257874,Refulgent Arrow,57513.0,446757,443031,1804746,18696,262686,618273,862677,91669,646285,601734,1400382,268403,810168,349594,12331,331304
256784,258434,Heartbreak Shot,1393.0,446757,443031,1804746,18696,262686,618273,864070,91669,646285,601734,1400382,268403,810168,349594,12331,331304
258400,259158,Shot,13849.0,446757,443031,1804746,18696,262686,618273,864070,91669,646285,601734,1400382,268403,824017,349594,12331,331304
225703,259500,Stormbite (dot),3106.0,446757,443031,1804746,18696,262686,618273,864070,91669,646285,601734,1400382,268403,824017,349594,12331,334410
225703,259500,Caustic Bite (dot),2484.0,446757,443031,1804746,18696,265170,618273,864070,91669,646285,601734,1400382,268403,824017,349594,12331,334410
259304,260104,Pitch Perfect,24181.0,446757,443031,1804746,18696,265170,618273,864070,91669,670466,601734,1400382,268403,824017,349594,12331,334410
258654,260124,Refulgent Arrow,14999.0,446757,443031,1804746,18696,265170,618273,864070,91669,670466,601734,1415381,268403,824017,349594,12331,334410
258654,260124,Burst Shot,33404.0,446757,443031,1838150,18696,265170,618273,864070,91669,670466,601734,1415381,268403,824017,349594,12331,334410
261440,262198,Shot,13849.0,446757,443031,1838150,18696,265170,618273,864070,91669,670466,601734,1415381,268403,837866,349594,12331,334410
261144,262304,Resonant Arrow,131472.0,446757,443031,1838150,18696,265170,618273,864070,91669,670466,601734,1415381,399875,837866,349594,12331,334410
225703,262500,Stormbite (dot),3106.0,446757,443031,1838150,18696,265170,618273,864070,91669,670466,601734,1415381,399875,837866,349594,12331,337516
225703,262500,Caustic Bite (dot),2484.0,446757,443031,1838150,18696,267654,618273,864070,91669,670466,601734,1415381,399875,837866,349594,12331,337516
262444,263244,Pitch Perfect,14701.0,446757,443031,1838150,18696,267654,618273,864070,91669,685167,601734,1415381,399875,837866,349594,12331,337516
261794,263444,Heartbreak Shot,18339.0,446757,443031,1838150,18696,267654,618273,882409,91669,685167,601734,1415381,399875,837866,349594,12331,337516
263634,264304,Iron Jaws,20536.0,446757,443031,1838150,18696,267654,618273,882409,112205,685167,601734,1415381,399875,837866,349594,12331,337516
264480,265238,Shot,13849.0,446757,443031,1838150,18696,267654,618273,882409,112205,685167,601734,1415381,399875,851715,349594,12331,337516
264254,265284,Empyreal Arrow,53410.0,446757,443031,1838150,18696,267654,671683,882409,112205,685167,601734,1415381,399875,851715,349594,12331,337516
