sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.474,14154.664,433.039,33199.609,586.51,326235,25011291,441854
Burst Shot,184.6316,28745.074,53.916,7044.762,169.215,40618,5307249,127480
Refulgent Arrow,91.7191,40737.415,34.089,4959.64,231.872,25681,3736399,174683
Shot,248.0,9353.077,26.335,3078.953,53.362,19840,2319563,40201
Heartbreak Shot,89.9485,25600.961,21.49,3056.659,119.749,16190,2302768,90214
Pitch Perfect,32.5255,54539.238,14.317,2354.669,204.888,10786,1773916,154355
Empyreal Arrow,49.0,36077.857,16.911,2346.571,91.667,12740,1767815,69058
Radiant Encore,7.0,207933.857,9.69,1932.058,200.442,7300,1455537,151005
Apex Arrow,11.999999999999998,110807.917,10.851,1765.017,330.438,8175,1329695,248939
Blast Arrow,11.6493,114041.702,10.823,1763.439,144.303,8154,1328506,108712
Stormbite (dot),251.0,3651.641,8.329,1216.631,21.14,6275,916562,15926
Resonant Arrow,7.0,127684.571,5.947,1186.406,122.038,4480,893792,91939
Sidewinder,13.0,65971.615,6.902,1138.406,87.457,5200,857631,65887
Caustic Bite (dot),250.0,2922.92,6.637,969.96,16.892,5000,730730,12726
Iron Jaws,18.0,14450.056,2.389,345.254,22.372,1800,260101,16854
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
