sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Contre Sixte,Corps-a-corps,Enchanted Redoublement,Enchanted Riposte,Enchanted Zwerchhau,Engagement,Fleche,Grand Impact,Jolt III,Prefulgence,Resolution,Scorch,Veraero III,Verfire,Verflare,Verholy,Verstone,Verthunder III,Vice of Thorns
-510,750,Veraero III,58789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58789,0,0,0,0,0,0
90,850,Verthunder III,59417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58789,0,0,0,0,59417,0
750,1282,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58789,0,0,0,0,59417,0
2580,3340,Veraero III,59417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,118206,0,0,0,0,59417,0
4190,4722,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,118206,0,0,0,0,59417,0
3980,5140,Fleche,73632.0,0,0,0,0,0,0,0,73632,0,0,0,0,0,118206,0,0,0,0,59417,0
5070,5830,Veraero III,67506.0,0,0,0,0,0,0,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
7630,8162,Auto,0.0,0,0,0,0,0,0,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
7560,8190,Enchanted Riposte,67675.0,0,0,0,0,67675,0,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
8260,9420,Contre Sixte,75968.0,0,75968,0,0,67675,0,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
9060,9690,Enchanted Zwerchhau,75620.0,0,75968,0,0,67675,75620,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
9760,10390,Corps-a-corps,23494.0,0,75968,23494,0,67675,75620,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
10560,11190,Enchanted Redoublement,111423.0,0,75968,23494,111423,67675,75620,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
11070,11602,Auto,0.0,0,75968,23494,111423,67675,75620,0,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
11260,11840,Engagement,32542.0,0,75968,23494,111423,67675,75620,32542,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
11960,12590,Corps-a-corps,23494.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,0,0,0,185712,0,0,0,0,59417,0
12760,14190,Verflare,129420.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,0,0,0,185712,0,129420,0,0,59417,0
13460,14880,Prefulgence,238933.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,238933,0,0,185712,0,129420,0,0,59417,0
14510,15042,Auto,0.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,238933,0,0,185712,0,129420,0,0,59417,0
15950,16750,Vice of Thorns,189154.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,238933,0,0,185712,0,129420,0,0,59417,189154
15250,17080,Scorch,149331.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,238933,0,149331,185712,0,129420,0,0,59417,189154
17950,18482,Auto,0.0,0,75968,46988,111423,67675,75620,32542,73632,0,0,238933,0,149331,185712,0,129420,0,0,59417,189154
18440,19020,Engagement,32542.0,0,75968,46988,111423,67675,75620,65084,73632,0,0,238933,0,149331,185712,0,129420,0,0,59417,189154
17740,19300,Resolution,169243.0,0,75968,46988,111423,67675,75620,65084,73632,0,0,238933,169243,149331,185712,0,129420,0,0,59417,189154
24211,25511,Verfire,75620.0,0,75968,46988,111423,67675,75620,65084,73632,0,0,238933,169243,149331,185712,75620,129420,0,0,59417,189154
25221,25753,Auto,0.0,0,75968,46988,111423,67675,75620,65084,73632,0,0,238933,169243,149331,185712,75620,129420,0,0,59417,189154
24721,26280,Grand Impact,113775.0,0,75968,46988,111423,67675,75620,65084,73632,113775,0,238933,169243,149331,185712,75620,129420,0,0,59417,189154
27701,28461,Verthunder III,64292.0,0,75968,46988,111423,67675,75620,65084,73632,113775,0,238933,169243,149331,185712,75620,129420,0,0,123709,189154
28980,30140,Fleche,70126.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,185712,75620,129420,0,0,123709,189154
30201,30733,Auto,0.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,185712,75620,129420,0,0,123709,189154
29701,30961,Verthunder III,64292.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,185712,75620,129420,0,0,188001,189154
30191,30991,Verstone,55509.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,185712,75620,129420,0,55509,188001,189154
36661,37961,Verfire,51299.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,185712,126919,129420,0,55509,188001,189154
37670,38202,Auto,0.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,185712,126919,129420,0,55509,188001,189154
37170,38430,Veraero III,59417.0,0,75968,46988,111423,67675,75620,65084,143758,113775,0,238933,169243,149331,245129,126919,129420,0,55509,188001,189154
40151,41701,Grand Impact,81043.0,0,75968,46988,111423,67675,75620,65084,143758,194818,0,238933,169243,149331,245129,126919,129420,0,55509,188001,189154
42651,43183,Auto,0.0,0,75968,46988,111423,67675,75620,65084,143758,194818,0,238933,169243,149331,245129,126919,129420,0,55509,188001,189154
42641,43401,Veraero III,59376.0,0,75968,46988,111423,67675,75620,65084,143758,194818,0,238933,169243,149331,304505,126919,129420,0,55509,188001,189154
42151,43411,Verthunder III,59417.0,0,75968,46988,111423,67675,75620,65084,143758,194818,0,238933,169243,149331,304505,126919,129420,0,55509,247418,189154
43341,44501,Contre Sixte,56650.0,0,132618,46988,111423,67675,75620,65084,143758,194818,0,238933,169243,149331,304505,126919,129420,0,55509,247418,189154
