sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1017,36236.595,328.602,49117.176,457.78,246550,36852617,343472
Tendo Kaeshi Setsugekka,15,225300.467,21.991,4504.208,134.133,16500,3379507,100640
Tendo Setsugekka,15,221804.867,21.991,4434.324,131.25,16500,3327073,98477
Auto,315,10086.606,37.785,4234.681,64.883,28350,3177281,48682
Gekko,49,54381.837,27.429,3551.526,138.701,20580,2664710,104067
Kaeshi: Setsugekka,22,114003.409,18.766,3342.763,80.786,14080,2508075,60614
Gyofu,82,28240.524,26.23,3086.396,91.112,19680,2315723,68361
Hissatsu: Shinten,70,32895.657,23.324,3069.034,100.372,17500,2302696,75309
Midare Setsugekka,22,102241.455,18.766,2997.884,69.851,14080,2249312,52409
Kasha,38,52053.289,21.271,2636.312,115.512,15960,1978025,86669
Higanbana (dot),240,7229.5,15.994,2312.515,41.162,12000,1735080,30884
Shoha,18,95929.778,15.354,2301.394,149.46,11520,1726736,112140
Kaeshi: Namikiri,7,240959.857,9.33,2248.059,98.079,7000,1686719,73589
Ogi Namikiri,7,240959.857,9.33,2248.059,98.079,7000,1686719,73589
Yukikaze,38,40898.184,17.22,2071.346,90.377,12920,1554131,67810
Hissatsu: Senei,13,116722.923,13.861,2022.388,154.859,10400,1517398,116191
Zanshin,7,161728.143,8.77,1508.859,156.007,6580,1132097,117052
Jinpu,23,34569.304,9.196,1059.701,58.689,6900,795094,44034
Shifu,21,34583.095,8.397,967.939,56.059,6300,726245,42061
Higanbana,12,28587.25,3.199,457.213,36.397,2400,343047,27309
Hissatsu: Gyoten,3,15649.667,0.4,62.574,9.925,300,46949,7447
