sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,597.8969,11804.442,807.203,30774.73,774.883,608720,23207532,584347
Saber Dance,46.0215,76174.962,32.954,4648.773,389.426,24851,3505686,293670
Auto,242.0,10617.285,28.882,3407.173,58.375,21780,2569383,44021
Finishing Move,13.0,125706.231,14.653,2167.033,161.364,11050,1634181,121686
Fountain,44.745400000000004,36341.345,16.613,2156.327,170.209,12528,1626108,128356
Fountainfall,35.094,45952.129,15.821,2138.473,245.066,11931,1612644,184807
Double Standard Finish,13.0,109939.846,14.653,1895.238,138.992,11050,1429218,104815
Cascade,48.2286,28575.658,14.07,1827.537,137.735,10610,1378164,103867
Reverse Cascade,35.9105,36704.529,13.332,1747.859,191.615,10054,1318078,144499
Quadruple Technical Finish,7.0,174699.286,12.067,1621.64,162.182,9100,1222895,122303
Starfall Dance,7.000000000000001,171404.143,5.568,1591.053,42.555,4199,1199829,32091
Dance of the Dawn,7.0,163380.571,9.282,1516.575,295.998,7000,1143664,223215
Last Dance,13.0,79856.615,9.309,1376.637,130.968,7020,1038136,98764
Fan Dance III,30.6166,33090.35,8.931,1343.457,170.166,6735,1013114,128324
Fan Dance,35.2803,26812.215,8.421,1254.383,141.827,6350,945943,106953
Fan Dance IV,13.0,68023.615,7.93,1172.65,149.535,5980,884307,112766
Tillana,7.0,98026.0,5.569,909.923,225.822,4200,686182,170295
