sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,35262.623,244.365,27632.206,221.657,184300,20840210,167174
Fell Cleave,71,74690.93,54.601,7031.366,103.437,41180,5303056,78012
Inner Chaos,22,107370.818,19.252,3132.005,19.297,14520,2362158,14554
Auto,225,9110.249,26.85,2717.855,46.754,20250,2049806,35262
Maim,61,30392.016,27.499,2458.119,81.175,20740,1853913,61222
Storm's Path,40,44711.75,26.518,2371.347,96.687,20000,1788470,72921
Primal Ruination,13,125260.769,13.445,2159.096,17.307,10140,1628390,13053
Primal Rend,13,112413.692,12.066,1937.653,15.533,9100,1461378,11715
Heavy Swing,61,21412.656,19.411,1731.864,57.188,14640,1306172,43131
Storm's Eye,21,44657.095,13.922,1243.435,69.976,10500,937799,52776
Upheaval,24,38301.583,13.365,1218.825,64.207,10080,919238,48425
Primal Wrath,13,65177.154,12.066,1123.446,80.44,9100,847303,60668
Onslaught,27,14167.667,5.37,507.196,25.203,4050,382527,19008
