sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
189283,190933,Heartbreak Shot,8866.0,202409,198755,1328309,18696,195181,456817,656568,74996,512207,337602,952929,241153,588403,200556,12331,246898
191520,192278,Shot,8399.0,202409,198755,1328309,18696,195181,456817,656568,74996,512207,337602,952929,241153,596802,200556,12331,246898
191773,192303,Sidewinder,49833.0,202409,198755,1328309,18696,195181,456817,656568,74996,512207,337602,952929,241153,596802,250389,12331,246898
191153,192623,Refulgent Arrow,18332.0,202409,198755,1328309,18696,195181,456817,656568,74996,512207,337602,971261,241153,596802,250389,12331,246898
191153,192623,Burst Shot,13001.0,202409,198755,1341310,18696,195181,456817,656568,74996,512207,337602,971261,241153,596802,250389,12331,246898
188663,193500,Caustic Bite (dot),2491.0,202409,198755,1341310,18696,197672,456817,656568,74996,512207,337602,971261,241153,596802,250389,12331,246898
188663,193500,Stormbite (dot),3115.0,202409,198755,1341310,18696,197672,456817,656568,74996,512207,337602,971261,241153,596802,250389,12331,250013
192423,194073,Heartbreak Shot,8989.0,202409,198755,1341310,18696,197672,456817,665557,74996,512207,337602,971261,241153,596802,250389,12331,250013
193643,195113,Burst Shot,20162.0,202409,198755,1361472,18696,197672,456817,665557,74996,512207,337602,971261,241153,596802,250389,12331,250013
193643,195113,Refulgent Arrow,9218.0,202409,198755,1361472,18696,197672,456817,665557,74996,512207,337602,980479,241153,596802,250389,12331,250013
194560,195318,Shot,8399.0,202409,198755,1361472,18696,197672,456817,665557,74996,512207,337602,980479,241153,605201,250389,12331,250013
194293,195943,Heartbreak Shot,11090.0,202409,198755,1361472,18696,197672,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,250013
188663,196500,Caustic Bite (dot),2491.0,202409,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,250013
188663,196500,Stormbite (dot),3115.0,202409,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
196133,197203,Apex Arrow,207.0,202616,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
196133,197203,Apex Arrow,22.0,202638,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
196133,197203,Apex Arrow,6.0,202644,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
196133,197203,Apex Arrow,6.0,202650,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
196133,197203,Apex Arrow,70.0,202720,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
196133,197203,Apex Arrow,86870.0,289590,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,605201,250389,12331,253128
197600,198358,Shot,8399.0,289590,198755,1361472,18696,200163,456817,676647,74996,512207,337602,980479,241153,613600,250389,12331,253128
196783,198433,Heartbreak Shot,9059.0,289590,198755,1361472,18696,200163,456817,685706,74996,512207,337602,980479,241153,613600,250389,12331,253128
188663,199500,Caustic Bite (dot),2491.0,289590,198755,1361472,18696,202654,456817,685706,74996,512207,337602,980479,241153,613600,250389,12331,253128
188663,199500,Stormbite (dot),3115.0,289590,198755,1361472,18696,202654,456817,685706,74996,512207,337602,980479,241153,613600,250389,12331,256243
198623,200093,Burst Shot,2.0,289590,198755,1361474,18696,202654,456817,685706,74996,512207,337602,980479,241153,613600,250389,12331,256243
198623,200273,Blast Arrow,87202.0,289590,285957,1361474,18696,202654,456817,685706,74996,512207,337602,980479,241153,613600,250389,12331,256243
199422,200452,Empyreal Arrow,32390.0,289590,285957,1361474,18696,202654,489207,685706,74996,512207,337602,980479,241153,613600,250389,12331,256243
200640,201398,Shot,8399.0,289590,285957,1361474,18696,202654,489207,685706,74996,512207,337602,980479,241153,621999,250389,12331,256243
200042,201692,Heartbreak Shot,20143.0,289590,285957,1361474,18696,202654,489207,705849,74996,512207,337602,980479,241153,621999,250389,12331,256243
188663,202500,Stormbite (dot),3115.0,289590,285957,1361474,18696,202654,489207,705849,74996,512207,337602,980479,241153,621999,250389,12331,259358
188663,202500,Caustic Bite (dot),2491.0,289590,285957,1361474,18696,205145,489207,705849,74996,512207,337602,980479,241153,621999,250389,12331,259358
